DOI,Title,Year,Semantic Scholar ID,URL,Intent,isInfluential
,Conformalized Late Fusion Multi-View Learning,2024,e1c3dc226239b7163b9d0f03bb1a80e1028d07c6,https://www.semanticscholar.org/paper/e1c3dc226239b7163b9d0f03bb1a80e1028d07c6,background,False
10.1101/2024.05.15.594360,mosGraphGen: a novel tool to generate multi-omic signaling graphs to facilitate integrative and interpretable graph AI model development,2024,7bc65f73c44da3930995d103608c0492f47512d0,https://www.semanticscholar.org/paper/7bc65f73c44da3930995d103608c0492f47512d0,,False
10.3390/biology13050338,Integrative Multi-Omics Analysis for Etiology Classification and Biomarker Discovery in Stroke: Advancing towards Precision Medicine.,2024,31409b26b2098fe8dc33b9da3488005f1a505467,https://www.semanticscholar.org/paper/31409b26b2098fe8dc33b9da3488005f1a505467,,False
10.1038/s41416-024-02706-7,Graph machine learning for integrated multi-omics analysis.,2024,853a7dffa87fbdddf9fb63f836ee648d0fd268e4,https://www.semanticscholar.org/paper/853a7dffa87fbdddf9fb63f836ee648d0fd268e4,,False
10.1186/s12911-024-02521-3,Exploring machine learning strategies for predicting cardiovascular disease risk factors from multi-omic data,2024,ad6c26fed31dc4c6ac9d4689aadb7215ffcf4ba7,https://www.semanticscholar.org/paper/ad6c26fed31dc4c6ac9d4689aadb7215ffcf4ba7,methodology,False
10.1016/j.compbiomed.2024.108614,AVBAE-MODFR: A novel deep learning framework of embedding and feature selection on multi-omics data for pan-cancer classification.,2024,6b03efbd485b13450f8151f8fa38e87c1ed73cc5,https://www.semanticscholar.org/paper/6b03efbd485b13450f8151f8fa38e87c1ed73cc5,,False
10.1016/j.coco.2024.101947,Poly(vinyl alcohol) Composite Nanofiber Membranes with Hydrophobicity for Daytime Radiative Cooling,2024,14d59794225ab153efe69fb3b6fc4b716dc421fd,https://www.semanticscholar.org/paper/14d59794225ab153efe69fb3b6fc4b716dc421fd,,False
10.1093/nargab/lqae042,CWGCNA: an R package to perform causal inference from the WGCNA framework,2024,b244930586cbadefd75917d67c791912b6b3e315,https://www.semanticscholar.org/paper/b244930586cbadefd75917d67c791912b6b3e315,methodology,False
10.48550/arXiv.2404.04718,Interpretable Multimodal Learning for Cardiovascular Hemodynamics Assessment,2024,6307da223927fa1e5c02ae87d27015105f9f5d6f,https://www.semanticscholar.org/paper/6307da223927fa1e5c02ae87d27015105f9f5d6f,"background,methodology",True
10.3390/cimb46040222,Multi-Omics Integration for Liver Cancer Using Regression Analysis,2024,5d332ccaa0ab58fe6c4c1fd6cb3ee4fe1fb7b0e2,https://www.semanticscholar.org/paper/5d332ccaa0ab58fe6c4c1fd6cb3ee4fe1fb7b0e2,methodology,False
,Supervised Multiple Kernel Learning approaches for multi-omics data integration,2024,88c8e710567d9e4d365944cf239bd304638a5a46,https://www.semanticscholar.org/paper/88c8e710567d9e4d365944cf239bd304638a5a46,"result,methodology",True
10.1101/2024.03.21.586001,OmicsFootPrint: a framework to integrate and interpret multi-omics data using circular images and deep neural networks,2024,43cecd304c9b873c6647720affea852a7312419b,https://www.semanticscholar.org/paper/43cecd304c9b873c6647720affea852a7312419b,background,False
10.1093/bib/bbae185,DeepKEGG: a multi-omics data integration framework with biological insights for cancer recurrence prediction and biomarker discovery.,2024,21e4209f8ff7df21003ed84a97ecab9781282f94,https://www.semanticscholar.org/paper/21e4209f8ff7df21003ed84a97ecab9781282f94,,False
10.3390/app14072728,DiffRS-net: A Novel Framework for Classifying Breast Cancer Subtypes on Multi-Omics Data,2024,9425776196ef1c45c488a41abd8c0867bf8b7633,https://www.semanticscholar.org/paper/9425776196ef1c45c488a41abd8c0867bf8b7633,methodology,False
10.1101/2024.03.21.24304655,Navigating the Multiverse: A Hitchhiker's Guide to Selecting Harmonisation Methods for Multimodal Biomedical Data,2024,2c8b6edc4898539ba07ee16e4adb33f67355e4e2,https://www.semanticscholar.org/paper/2c8b6edc4898539ba07ee16e4adb33f67355e4e2,methodology,False
10.1007/s13042-024-02109-3,Identification of subtypes in digestive system tumors based on multi-omics data and graph convolutional network,2024,14c2031144303d5489897e27625c0efad60e045f,https://www.semanticscholar.org/paper/14c2031144303d5489897e27625c0efad60e045f,,False
10.1016/j.jmb.2024.168522,A commentary on multi-omics data integration in systems vaccinology.,2024,f59f0ab2b5f90c4f2619bb22c97499be09ceb61c,https://www.semanticscholar.org/paper/f59f0ab2b5f90c4f2619bb22c97499be09ceb61c,,False
10.1016/j.inffus.2024.102361,A review of cancer data fusion methods based on deep learning,2024,58d054dcca412f6e49f9fc4afc3776724c78d95d,https://www.semanticscholar.org/paper/58d054dcca412f6e49f9fc4afc3776724c78d95d,,False
10.1371/journal.pcbi.1011814,PathIntegrate: Multivariate modelling approaches for pathway-based multi-omics data integration,2024,51aff51a9b279207461bad0f0a08cf014d27d0b5,https://www.semanticscholar.org/paper/51aff51a9b279207461bad0f0a08cf014d27d0b5,,False
10.3390/ijms25052788,MOGAT: A Multi-Omics Integration Framework Using Graph Attention Networks for Cancer Subtype Prediction,2024,0893740ebc7685f69bce92b4019297ffd154019f,https://www.semanticscholar.org/paper/0893740ebc7685f69bce92b4019297ffd154019f,background,False
10.1080/10643389.2024.2320753,Thermal proteome profiling and machine learning modeling for dissecting chemical-protein interactions in environmental toxicology: A mini-review and perspectives,2024,c899215b51645576fc5d48a8624fa1e724719266,https://www.semanticscholar.org/paper/c899215b51645576fc5d48a8624fa1e724719266,,False
10.1145/3649447,Deep Multimodal Data Fusion,2024,8fd282cf9dfd3c9a7483a6b8b69c8259b53aaee8,https://www.semanticscholar.org/paper/8fd282cf9dfd3c9a7483a6b8b69c8259b53aaee8,,False
10.1007/s13755-024-00274-x,Supervised graph contrastive learning for cancer subtype identification through multi-omics data integration,2024,0781c717263a332f5b3bce1b3d5b81e56519ba2a,https://www.semanticscholar.org/paper/0781c717263a332f5b3bce1b3d5b81e56519ba2a,,False
10.3389/fgene.2024.1363896,Classifying breast cancer using multi-view graph neural network based on multi-omics data,2024,219f46448dfe2f8f5adccf2c828cbf115415d05a,https://www.semanticscholar.org/paper/219f46448dfe2f8f5adccf2c828cbf115415d05a,,False
10.1021/acs.jcim.4c00013,MOINER: A Novel Multiomics Early Integration Framework for Biomedical Classification and Biomarker Discovery,2024,c98ad4b8ecc3f5accffc528d8cfdd3032ba70a5b,https://www.semanticscholar.org/paper/c98ad4b8ecc3f5accffc528d8cfdd3032ba70a5b,,False
10.1007/s10462-023-10700-3,Feature selection of microarray data using multidimensional graph neural network and supernode hierarchical clustering,2024,034f73d4455b17b0dcf24cb80e98a849b72e43f8,https://www.semanticscholar.org/paper/034f73d4455b17b0dcf24cb80e98a849b72e43f8,,False
10.48550/arXiv.2402.04794,Scalable Multi-view Clustering via Explicit Kernel Features Maps,2024,2e1fe3a6efc1546833b8b2e1e9c1c3e471231cb7,https://www.semanticscholar.org/paper/2e1fe3a6efc1546833b8b2e1e9c1c3e471231cb7,background,False
10.3390/pr12020313,A Hybrid Feature-Selection Method Based on mRMR and Binary Differential Evolution for Gene Selection,2024,bf55c067e6df09958190249377263728fab83e6e,https://www.semanticscholar.org/paper/bf55c067e6df09958190249377263728fab83e6e,,False
10.1016/j.knosys.2023.111330,DCCNMF: Deep Complementary and Consensus Non-negative Matrix Factorization for multi-view clustering,2024,244396f44498f481292c7399f8c73f4a4ef2e35f,https://www.semanticscholar.org/paper/244396f44498f481292c7399f8c73f4a4ef2e35f,,False
10.1016/j.heliyon.2024.e25369,A machine learning and deep learning-based integrated multi-omics technique for leukemia prediction,2024,6dc7c3debe48b1cba9dd22c14e078843932f961a,https://www.semanticscholar.org/paper/6dc7c3debe48b1cba9dd22c14e078843932f961a,background,False
10.1016/j.asoc.2024.111379,Integrative prognostic modeling for breast cancer: Unveiling optimal multimodal combinations using graph convolutional networks and calibrated random forest,2024,9b48cefc47b0c161204b0e5e56cd69298aa75953,https://www.semanticscholar.org/paper/9b48cefc47b0c161204b0e5e56cd69298aa75953,,False
10.1016/j.isci.2024.109294,Highly accurate diagnosis of pancreatic cancer by integrative modeling using gut microbiome and exposome data,2024,2a1330b7cccc9406b2545d7f9c16ee50b2a4d7e1,https://www.semanticscholar.org/paper/2a1330b7cccc9406b2545d7f9c16ee50b2a4d7e1,,False
10.48550/arXiv.2401.17612,IGCN: Integrative Graph Convolutional Networks for Multi-modal Data,2024,d39e7caf261ac157fb38282eaab3870a1201e6d8,https://www.semanticscholar.org/paper/d39e7caf261ac157fb38282eaab3870a1201e6d8,"background,methodology",True
10.1016/j.compbiomed.2024.108058,CLCLSA: Cross-omics linked embedding with contrastive learning and self attention for integration with incomplete multi-omics data,2024,40ab2725e4982e0299d4ea4e9c734dc0d5d6f50c,https://www.semanticscholar.org/paper/40ab2725e4982e0299d4ea4e9c734dc0d5d6f50c,,False
10.1101/2024.01.23.576822,Intrinsic-Dimension analysis for guiding dimensionality reduction and data-fusion in multi-omics data processing,2024,7dbdccb13978ad0b47d17ae995009e8abc11693e,https://www.semanticscholar.org/paper/7dbdccb13978ad0b47d17ae995009e8abc11693e,background,False
10.1186/s12864-024-09985-7,A semi-supervised approach for the integration of multi-omics data based on transformer multi-head self-attention mechanism and graph convolutional networks,2024,feb8fa2a5c48c96a00bcf2efd0f70e0c230db0e5,https://www.semanticscholar.org/paper/feb8fa2a5c48c96a00bcf2efd0f70e0c230db0e5,"background,methodology",False
10.1007/s00204-023-03666-2,Artificial intelligence (AI)—it’s the end of the tox as we know it (and I feel fine)*,2024,df8fc4c0c3c6b57a9d9070e17c08bef35b8a1a38,https://www.semanticscholar.org/paper/df8fc4c0c3c6b57a9d9070e17c08bef35b8a1a38,background,False
10.1007/s10585-023-10256-0,miRNAs in pancreatic cancer progression and metastasis.,2024,c835db4357dbbe45e4c882e7202b5dafda34e32d,https://www.semanticscholar.org/paper/c835db4357dbbe45e4c882e7202b5dafda34e32d,,False
10.1101/2024.01.09.574780,PathIntegrate: Multivariate modelling approaches for pathway-based multi-omics data integration,2024,d232076390cacf9c9efcacf981030de0fd813fb8,https://www.semanticscholar.org/paper/d232076390cacf9c9efcacf981030de0fd813fb8,,False
10.1101/2024.01.03.574118,TEMINET: A Co-Informative and Trustworthy Multi-Omics Integration Network for Diagnostic Prediction,2024,dfcb03aa4915c070273e58f9d44cf8a3103010eb,https://www.semanticscholar.org/paper/dfcb03aa4915c070273e58f9d44cf8a3103010eb,methodology,False
10.1007/s00521-023-09359-2,HBS-STACK: hierarchical biomarker selection and stacked ensemble model for biomarker identification and cancer prediction on multi-omics,2024,8c63dc7e9506fa7927d04b2bfa792177aebd55a8,https://www.semanticscholar.org/paper/8c63dc7e9506fa7927d04b2bfa792177aebd55a8,,False
10.3934/mbe.2024031,A prognostic prediction model for ovarian cancer using a cross-modal view correlation discovery network.,2024,ec74ae0f2ec401cd2a5c138e3f61da850ae51e87,https://www.semanticscholar.org/paper/ec74ae0f2ec401cd2a5c138e3f61da850ae51e87,,False
10.1109/ICAIIHI57871.2023.10488947,Graph Convolutional Networks for Disease Network Analysis in Healthcare,2023,9bf947e26cfac297647c850daf2a554f92747b5a,https://www.semanticscholar.org/paper/9bf947e26cfac297647c850daf2a554f92747b5a,background,False
10.1186/s13040-024-00360-6,MOCAT: multi-omics integration with auxiliary classifiers enhanced autoencoder,2023,717e088705984e1bc55ac450085d4a5c4a5cd0db,https://www.semanticscholar.org/paper/717e088705984e1bc55ac450085d4a5c4a5cd0db,"background,methodology",True
10.1038/s42003-023-05634-z,scPML: pathway-based multi-view learning for cell type annotation from single-cell RNA-seq data,2023,1b539f1e4a8df6fcb5569348ebbbc44c8ee8fe04,https://www.semanticscholar.org/paper/1b539f1e4a8df6fcb5569348ebbbc44c8ee8fe04,,False
10.1109/BIBM58861.2023.10385631,MoSCHG: Multi-omics Single-cell Classification based on Heterogeneous Graphs and Supervised Contrastive Learning,2023,ddb75673bd9fdc7a5cc3702393fa842f3ab7daab,https://www.semanticscholar.org/paper/ddb75673bd9fdc7a5cc3702393fa842f3ab7daab,result,False
10.1109/BIBM58861.2023.10385389,Multi-level Knowledge Integration with Graph Convolutional Network for Cancer Molecular Subtype Classification,2023,465f315f4d4329f206017b2ee6f77c5a2acd2fdd,https://www.semanticscholar.org/paper/465f315f4d4329f206017b2ee6f77c5a2acd2fdd,background,False
10.1109/BIBM58861.2023.10385792,Multimodal attention-based variational autoencoder for clinical risk prediction,2023,976cceb84946ba973f5bfb982f73d58b116d4290,https://www.semanticscholar.org/paper/976cceb84946ba973f5bfb982f73d58b116d4290,methodology,False
10.1109/BIBM58861.2023.10385354,Biomarker discovery using multimodal data with the potential application in lung tumor diagnosis,2023,9c36453e302df75c156fca3cdd1b5d270d502599,https://www.semanticscholar.org/paper/9c36453e302df75c156fca3cdd1b5d270d502599,methodology,False
10.1109/BIBM58861.2023.10386044,MoTIF: a Method for Trustworthy Dynamic Multimodal Learning on Omics,2023,1a1036eb21a3baf2804eb04919acff879447bbdb,https://www.semanticscholar.org/paper/1a1036eb21a3baf2804eb04919acff879447bbdb,background,False
10.1109/ICDMW60847.2023.00051,Dual trustworthy mechanism for illness classification with multi-modality data,2023,7b63e275de71f73e8846e7cf5e577a641bce3358,https://www.semanticscholar.org/paper/7b63e275de71f73e8846e7cf5e577a641bce3358,methodology,False
10.1101/2023.11.30.569500,Multimodal generation of astrocyte by integrating single-cell multi-omics data via deep learning,2023,975436047dcaefa51d702aa0f82987a76b1ce2d2,https://www.semanticscholar.org/paper/975436047dcaefa51d702aa0f82987a76b1ce2d2,,False
10.1016/j.cmpb.2023.107987,An improved binary particle swarm optimization algorithm for clinical cancer biomarker identification in microarray data.,2023,ef5685d364a39a632c67d3106c3bcfbce677fbc5,https://www.semanticscholar.org/paper/ef5685d364a39a632c67d3106c3bcfbce677fbc5,,False
10.1109/TCBB.2023.3335369,"Graph-Based Fusion of Imaging, Genetic and Clinical Data for Degenerative Disease Diagnosis",2023,7cfee4e0dca22fbafe8ba6b8528231361c6c6f76,https://www.semanticscholar.org/paper/7cfee4e0dca22fbafe8ba6b8528231361c6c6f76,,False
10.1101/2023.03.19.533326,GREMI: an Explainable Multi-omics Integration Framework for Enhanced Disease Prediction and Module Identification,2023,c5b01dd75f1aca4c99965d8fac42203f62b6804b,https://www.semanticscholar.org/paper/c5b01dd75f1aca4c99965d8fac42203f62b6804b,"background,methodology",True
10.1101/2023.06.15.545130,M3NetFlow: a novel multi-scale multi-hop multi-omics graph AI model for omics data integration and interpretation,2023,46d0900892b0e340c663c9c68c69fc72e724f259,https://www.semanticscholar.org/paper/46d0900892b0e340c663c9c68c69fc72e724f259,methodology,True
10.1016/j.csbj.2023.11.011,Multimodal analysis methods in predictive biomedicine,2023,a8cafbc1b04a54da6887e71ac63d422fa5274394,https://www.semanticscholar.org/paper/a8cafbc1b04a54da6887e71ac63d422fa5274394,,False
10.1186/s13073-023-01248-6,DeepGAMI: deep biologically guided auxiliary learning for multimodal integration and imputation to improve genotype–phenotype prediction,2023,973e8d825f627a4f53f7fb2e051a4bb2d1816474,https://www.semanticscholar.org/paper/973e8d825f627a4f53f7fb2e051a4bb2d1816474,"background,methodology",False
10.1145/3581783.3612652,DPNET: Dynamic Poly-attention Network for Trustworthy Multi-modal Classification,2023,23dff6425c7e2c3d40fc06bea3ebd4ccbd3ffcca,https://www.semanticscholar.org/paper/23dff6425c7e2c3d40fc06bea3ebd4ccbd3ffcca,"background,methodology",False
10.48550/arXiv.2310.13767,Graph AI in Medicine,2023,6376d79602eb8053d8a389110df970923f0a99fd,https://www.semanticscholar.org/paper/6376d79602eb8053d8a389110df970923f0a99fd,methodology,False
10.1021/acs.jafc.3c04460,Uncovering Interactions between Plant Metabolism and Plant-Associated Bacteria in Huanglongbing-Affected Citrus Cultivars Using Multiomics Analysis and Machine Learning.,2023,63d904c2b0e5bc17d27e7a8927b1369695d356aa,https://www.semanticscholar.org/paper/63d904c2b0e5bc17d27e7a8927b1369695d356aa,,False
10.1109/RBME.2023.3324264,Integrating Multi-Omics Data With EHR for Precision Medicine Using Advanced Artificial Intelligence,2023,d77090139288d261f92ff62746d511f0238c40cd,https://www.semanticscholar.org/paper/d77090139288d261f92ff62746d511f0238c40cd,"result,methodology",False
10.48550/arXiv.2310.07990,Multi-View Variational Autoencoder for Missing Value Imputation in Untargeted Metabolomics,2023,cc5c793a3a958474aea93ee9858b4ceb98d0cf99,https://www.semanticscholar.org/paper/cc5c793a3a958474aea93ee9858b4ceb98d0cf99,background,False
10.1016/j.inffus.2023.102077,Global and cross-modal feature aggregation for multi-omics data classification and application on drug response prediction,2023,aeb856a122aa318dcef30796b830a10b1c570f34,https://www.semanticscholar.org/paper/aeb856a122aa318dcef30796b830a10b1c570f34,,False
10.1016/j.jbi.2023.104512,Integration of incomplete multi-omics data using Knowledge Distillation and Supervised Variational Autoencoders for disease progression prediction,2023,6fdd6f84406886d0e47cd278e0693a515a66180f,https://www.semanticscholar.org/paper/6fdd6f84406886d0e47cd278e0693a515a66180f,,False
10.1016/j.csbj.2023.10.016,"The application of multi-omics in the respiratory microbiome: Progresses, challenges and promises",2023,ab2f5be19d1d36fe19ad4e6876af9bf365e821f6,https://www.semanticscholar.org/paper/ab2f5be19d1d36fe19ad4e6876af9bf365e821f6,methodology,False
10.1016/j.trac.2023.117380,"Advances in mass spectrometry for clinical analysis: Data acquisition, interpretation and information integration",2023,95ff9f10b3db0d6fa54548ec7016b6037292d857,https://www.semanticscholar.org/paper/95ff9f10b3db0d6fa54548ec7016b6037292d857,,False
10.1002/alz.13479,Artificial intelligence for neurodegenerative experimental models,2023,83046b9ad5a01ae561e0fbc49ef16288d211468f,https://www.semanticscholar.org/paper/83046b9ad5a01ae561e0fbc49ef16288d211468f,,False
10.1093/bib/bbad378,Multiomics dynamic learning enables personalized diagnosis and prognosis for pancancer and cancer subtypes,2023,026d7bc0ae782c6f3572728c5bd7df0a3578fff3,https://www.semanticscholar.org/paper/026d7bc0ae782c6f3572728c5bd7df0a3578fff3,background,True
10.1093/bib/bbad394,IMOVNN: incomplete multi-omics data integration variational neural networks for gut microbiome disease prediction and biomarker identification.,2023,b73df6e95fd61261b37f9706bb0a412f1efd2870,https://www.semanticscholar.org/paper/b73df6e95fd61261b37f9706bb0a412f1efd2870,,False
