PMID,Title,DOI,Abstract,PMCID,Journal_title,Journal_id
       physiology, and pathogenesis of the oral microbiota. We use a microbial 'omics 
       approach, which has included pioneering the use of nanopore sequencing on saliva 
       and oral bacterial RNA. The resulting work discovered novel bacterial species and 
       biosynthetic pathways which impact the ecology of the oral microbiota and its 
       relationship to human disease. This article will briefly define the oral 
       microbiota. It will also summarize how bioinformatics and 'omics-based research 
       have revolutionized oral health research. The article will then provide a broad 
       summary of our past, present and future research and educational programs.",PMC11114080,OHSU School of Dentistry anthology,9918821787806676

38777370,"A multiomic characterization of the leukemia cell line REH using short- and 
       long-read sequencing.",10.26508/lsa.202302481,"The B-cell acute lymphoblastic leukemia (ALL) cell line REH, with the t(12;21) 
       ETV6::RUNX1 translocation, is known to have a complex karyotype defined by a 
       series of large-scale chromosomal rearrangements. Taken from a 15-yr-old at 
       relapse, the cell line offers a practical model for the study of pediatric B-ALL. 
       In recent years, short- and long-read DNA and RNA sequencing have emerged as a 
       complement to karyotyping techniques in the resolution of structural variants in 
       an oncological context. Here, we explore the integration of long-read PacBio and 
       Oxford Nanopore whole-genome sequencing, IsoSeq RNA sequencing, and short-read 
       Illumina sequencing to create a detailed genomic and transcriptomic 
       characterization of the REH cell line. Whole-genome sequencing clarified the 
       molecular traits of disrupted ALL-associated genes including CDKN2A, PAX5, BTG1, 
       VPREB1, and TBL1XR1, as well as the glucocorticoid receptor NR3C1 Meanwhile, 
       transcriptome sequencing identified seven fusion genes within the genomic 
       breakpoints. Together, our extensive whole-genome investigation makes 
       high-quality open-source data available to the leukemia genomics community.",PMC11111970,Life science alliance,101728869

38744925,"Transfer learning enables identification of multiple types of RNA modifications 
       using nanopore direct RNA sequencing.",10.1038/s41467-024-48437-4,"Nanopore direct RNA sequencing (DRS) has emerged as a powerful tool for RNA 
       modification identification. However, concurrently detecting multiple types of 
       modifications in a single DRS sample remains a challenge. Here, we develop 
       TandemMod, a transferable deep learning framework capable of detecting multiple 
       types of RNA modifications in single DRS data. To train high-performance 
       TandemMod models, we generate in vitro epitranscriptome datasets from cDNA 
       libraries, containing thousands of transcripts labeled with various types of RNA 
       modifications. We validate the performance of TandemMod on both in vitro 
       transcripts and in vivo human cell lines, confirming its high accuracy for 
       profiling m(6)A and m(5)C modification sites. Furthermore, we perform transfer 
       learning for identifying other modifications such as m(7)G, Ψ, and inosine, 
       significantly reducing training data size and running time without compromising 
       performance. Finally, we apply TandemMod to identify 3 types of RNA modifications 
       in rice grown in different environments, demonstrating its applicability across 
       species and conditions. In summary, we provide a resource with ground-truth 
       labels that can serve as benchmark datasets for nanopore-based modification 
       identification methods, and TandemMod for identifying diverse RNA modifications 
       using a single DRS sample.",PMC11094168,Nature communications,101528555

38725589,"Hybrid Illumina-Nanopore assembly improves identification of multilocus sequence 
       types and antimicrobial resistance genes of Staphylococcus aureus isolated from 
       Vermont dairy farms: comparison to Illumina-only and R9.4.1 nanopore-only 
       assemblies.",10.1099/acmi.0.000766.v3,"Antimicrobial resistance (AMR) in Staphylococcus aureus is a pressing public 
       health challenge with significant implications for the dairy industry, 
       encompassing bovine mastitis concerns and potential zoonotic threats. To delve 
       deeper into the resistance mechanisms of S. aureus, this study employed a hybrid 
       whole genome assembly approach that synergized the precision of Illumina with the 
       continuity of Oxford Nanopore. A total of 62 isolates, collected from multiple 
       sources from Vermont dairy farms, were sequenced using the GridION Oxford 
       Nanopore R9.4.1 platform and the Illumina platform, and subsequently processed 
       through our long-read first bioinformatics pipeline. Our analyses showcased the 
       hybrid-assembled genome's superior completeness compared to Oxford Nanopore 
       (R9.4.1)-only or Illumina-only assembled genomes. Furthermore, the hybrid 
       assembly accurately determined multilocus sequence typing (MLST) strain types 
       across all isolates. The comprehensive probe for antibiotic resistance genes 
       (ARGs) using databases like CARD, Resfinder, and MEGARES 2.0 characterized AMR in 
       S. aureus isolates from Vermont dairy farms, and revealed the presence of notable 
       resistance genes, including beta-lactam genes blaZ, blaI, and blaR. In 
       conclusion, the hybrid assembly approach emerged as a tool for uncovering the 
       genomic nuances of S. aureus isolates collected from multiple sources on dairy 
       farms. Our findings offer a pathway for detecting AMR gene prevalence and shaping 
       AMR management strategies crucial for safeguarding human and animal health.",PMC11077346,Access microbiology,101746927

38719829,"Beyond NGS data sharing for plant ecological resilience and improvement of 
       agronomic traits.",10.1038/s41597-024-03305-0,"Decoding complex plant omics is essential for advancing our understanding of 
       plant biology, evolution, and breeding as well as for practical applications in 
       agriculture, conservation, and biotechnology. The advent of Next-Generation 
       Sequencing (NGS) has revolutionized global plant genomic research, offering 
       high-throughput, cost-effective, and accurate methods for generating genomic 
       data. However, challenges still exist that suggest an entirely unresolved genome 
       characterized by high heterozygosity, extensive repetitive sequences, and complex 
       ploidy features. In addition, individual investigation of genomic information 
       from various genetic resources is essential for omics research, as there are 
       differences in traits within a single breed beyond a species due to the 
       uniqueness of sequence variation. This article provides high-quality genomic and 
       transcriptomic insights targeted at the agronomical background.",PMC11079010,Scientific data,101640192

38699388,"Genetics of Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome: advancements and 
       implications.",10.3389/fendo.2024.1368990,"Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome is a congenital anomaly 
       characterized by agenesis/aplasia of the uterus and upper part of the vagina in 
       females with normal external genitalia and a normal female karyotype (46,XX). 
       Patients typically present during adolescence with complaints of primary 
       amenorrhea where the diagnosis is established with significant implications 
       including absolute infertility. Most often cases appear isolated with no family 
       history of MRKH syndrome or related anomalies. However, cumulative reports of 
       familial recurrence suggest genetic factors to be involved. Early candidate gene 
       studies had limited success in their search for genetic causes of MRKH syndrome. 
       More recently, genomic investigations using chromosomal microarray and 
       genome-wide sequencing have been successful in detecting promising genetic 
       variants associated with MRKH syndrome, including 17q12 (LHX1, HNF1B) and 16p11.2 
       (TBX6) deletions and sequence variations in GREB1L and PAX8, pointing towards a 
       heterogeneous etiology with various genes involved. With uterus transplantation 
       as an emerging fertility treatment in MRKH syndrome and increasing evidence for 
       genetic etiologies, the need for genetic counseling concerning the recurrence 
       risk in offspring will likely increase. This review presents the advancements in 
       MRKH syndrome genetics from early familial occurrences and candidate gene 
       searches to current genomic studies. Moreover, the review provides suggestions 
       for future genetic investigations and discusses potential implications for 
       clinical practice.",PMC11063329,Frontiers in endocrinology,101555782

38674743,"Pannonibacter anstelovis sp. nov. Isolated from Two Cases of Bloodstream 
       Infections in Paediatric Patients.",10.3390/microorganisms12040799,"This study describes two cases of bacteraemia sustained by a new putative 
       Pannonibacter species isolated at the U.O.C. of Microbiology and Virology of the 
       Policlinico of Bari (Bari, Italy) from the blood cultures of two patients 
       admitted to the Paediatric Oncohaematology Unit. Pannonibacter spp. is an 
       environmental Gram-negative bacterium not commonly associated with nosocomial 
       infections. Species identification was performed using Sanger sequencing of the 
       16S rRNA gene and Whole-Genome Sequencing (WGS) for both strains. Genomic 
       analyses for the two isolates, BLAST similarity search, and phylogeny for the 16S 
       rDNA sequences lead to an assignment to the species Pannonibacter phragmitetus. 
       However, by performing ANIb, ANIm, tetranucleotide correlation, and DNA-DNA 
       digital hybridization, analyses of the two draft genomes showed that they were 
       very different from those of the species P. phragmitetus. MALDI-TOF analysis, 
       assessment of antimicrobial susceptibility by E-test method, and Analytical 
       Profile Index (API) tests were also performed. This result highlights how 
       environmental bacterial species can easily adapt to the human host and, 
       especially in nosocomial environments, also gain pathogenic potential through 
       antimicrobial resistance.",PMC11051880,Microorganisms,101625893

38643272,"Integrating taxonomic signals from MAGs and contigs improves read annotation and 
       taxonomic profiling of metagenomes.",10.1038/s41467-024-47155-1,"Metagenomic analysis typically includes read-based taxonomic profiling, assembly, 
       and binning of metagenome-assembled genomes (MAGs). Here we integrate these steps 
       in Read Annotation Tool (RAT), which uses robust taxonomic signals from MAGs and 
       contigs to enhance read annotation. RAT reconstructs taxonomic profiles with high 
       precision and sensitivity, outperforming other state-of-the-art tools. In 
       high-diversity groundwater samples, RAT annotates a large fraction of the 
       metagenomic reads, calling novel taxa at the appropriate, sometimes high 
       taxonomic ranks. Thus, RAT integrative profiling provides an accurate and 
       comprehensive view of the microbiome from shotgun metagenomics data. The package 
       of Contig Annotation Tool (CAT), Bin Annotation Tool (BAT), and RAT is available 
       at https://github.com/MGXlab/CAT_pack (from CAT pack v6.0). The CAT pack now also 
       supports Genome Taxonomy Database (GTDB) annotations.",PMC11032395,Nature communications,101528555

38627615,"MetageNN: a memory-efficient neural network taxonomic classifier robust to 
       sequencing errors and missing genomes.",10.1186/s12859-024-05760-3,"BACKGROUND: With the rapid increase in throughput of long-read sequencing 
       technologies, recent studies have explored their potential for taxonomic 
       classification by using alignment-based approaches to reduce the impact of higher 
       sequencing error rates. While alignment-based methods are generally slower, 
       k-mer-based taxonomic classifiers can overcome this limitation, potentially at 
       the expense of lower sensitivity for strains and species that are not in the 
       database. RESULTS: We present MetageNN, a memory-efficient long-read taxonomic 
       classifier that is robust to sequencing errors and missing genomes. MetageNN is a 
       neural network model that uses short k-mer profiles of sequences to reduce the 
       impact of distribution shifts on error-prone long reads. Benchmarking MetageNN 
       against other machine learning approaches for taxonomic classification (GeNet) 
       showed substantial improvements with long-read data (20% improvement in F1 
       score). By utilizing nanopore sequencing data, MetageNN exhibits improved 
       sensitivity in situations where the reference database is incomplete. It 
       surpasses the alignment-based MetaMaps and MEGAN-LR, as well as the k-mer-based 
       Kraken2 tools, with improvements of 100%, 36%, and 23% respectively at the 
       read-level analysis. Notably, at the community level, MetageNN consistently 
       demonstrated higher sensitivities than the previously mentioned tools. 
       Furthermore, MetageNN requires < 1/4th of the database storage used by Kraken2, 
       MEGAN-LR and MMseqs2 and is > 7× faster than MetaMaps and GeNet and > 2× faster 
       than MEGAN-LR and MMseqs2. CONCLUSION: This proof of concept work demonstrates 
       the utility of machine-learning-based methods for taxonomic classification using 
       long reads. MetageNN can be used on sequences not classified by conventional 
       methods and offers an alternative approach for memory-efficient classifiers that 
       can be optimized further.",PMC11022314,BMC bioinformatics,100965194

38585828,Hybrid Sequencing Facilitates Robust De Novo Plasmid Assembly.,10.1101/2024.03.25.586694,"Despite the wide use of plasmids in research and clinical production, the 
       verification of plasmid sequences is a bottleneck that is too often overlooked in 
       the manufacturing process. Although sequencing platforms continue to improve, the 
       method and assembly pipeline chosen still influence the final plasmid assembly 
       sequence. Furthermore, few dedicated tools exist for plasmid assembly, especially 
       for de novo assembly. Here, we evaluated short-read, long-read, and hybrid (both 
       short and long reads) de novo assembly pipelines across three replicates of a 
       24-plasmid library. Consistent with previous characterizations of each sequencing 
       technology, short-read assemblies had frequent issues resolving GC-rich regions, 
       and long-read assemblies commonly had small insertions and deletions, especially 
       in repetitive regions. The hybrid approach facilitated the most consistent 
       assembly generation. Although Sanger sequencing can be used to verify specific 
       regions, it requires a reference sequence to design primers, emphasizing the need 
       for accurate de novo plasmid assembly tools. Some GC-rich and repetitive regions 
       were difficult to resolve using any methods, suggesting that easily sequenced 
       genetic parts should be prioritized in the design of new genetic constructs.",PMC10996661,bioRxiv : the preprint server for biology,101680187

38580715,"Targeted phasing of 2-200 kilobase DNA fragments with a short-read sequencer and 
       a single-tube linked-read library method.",10.1038/s41598-024-58733-0,"In the human genome, heterozygous sites refer to genomic positions with a 
       different allele or nucleotide variant on the maternal and paternal chromosomes. 
       Resolving these allelic differences by chromosomal copy, also known as phasing, 
       is achievable on a short-read sequencer when using a library preparation method 
       that captures long-range genomic information. TELL-Seq is a library preparation 
       that captures long-range genomic information with the aid of molecular 
       identifiers (barcodes). The same barcode is used to tag the reads derived from 
       the same long DNA fragment within a range of up to 200 kilobases (kb), generating 
       linked-reads. This strategy can be used to phase an entire genome. Here, we 
       introduce a TELL-Seq protocol developed for targeted applications, enabling the 
       phasing of enriched loci of varying sizes, purity levels, and heterozygosity. To 
       validate this protocol, we phased 2-200 kb loci enriched with different methods: 
       CRISPR/Cas9-mediated excision coupled with pulse-field electrophoresis for the 
       longest fragments, CRISPR/Cas9-mediated protection from exonuclease digestion for 
       mid-size fragments, and long PCR for the shortest fragments. All selected loci 
       have known clinical relevance: BRCA1, BRCA2, MLH1, MSH2, MSH6, APC, PMS2, 
       SCN5A-SCN10A, and PKI3CA. Collectively, the analyses show that TELL-Seq can 
       accurately phase 2-200 kb targets using a short-read sequencer.",PMC10997766,Scientific reports,101563288

38572068,mtDNA analysis using Mitopore.,10.1016/j.omtm.2024.101231,"Mitochondrial DNA (mtDNA) analysis is crucial for the diagnosis of mitochondrial 
       disorders, forensic investigations, and basic research. Existing pipelines are 
       complex, expensive, and require specialized personnel. In many cases, including 
       the diagnosis of detrimental single nucleotide variants (SNVs), mtDNA analysis is 
       still carried out using Sanger sequencing. Here, we developed a simple workflow 
       and a publicly available webserver named Mitopore that allows the detection of 
       mtDNA SNVs, indels, and haplogroups. To simplify mtDNA analysis, we tailored our 
       workflow to process noisy long-read sequencing data for mtDNA analysis, focusing 
       on sequence alignment and parameter optimization. We implemented Mitopore with 
       eliBQ (eliminate bad quality reads), an innovative quality enhancement that 
       permits the increase of per-base quality of over 20% for low-quality data. The 
       whole Mitopore workflow and webserver were validated using patient-derived and 
       induced pluripotent stem cells harboring mtDNA mutations. Mitopore streamlines 
       mtDNA analysis as an easy-to-use fast, reliable, and cost-effective analysis 
       method for both long- and short-read sequencing data. This significantly enhances 
       the accessibility of mtDNA analysis and reduces the cost per sample, contributing 
       to the progress of mtDNA-related research and diagnosis.",PMC10988129,Molecular therapy. Methods & clinical development,101624857

38562723,Closing the gap: Solving complex medically relevant genes at scale.,10.1101/2024.03.14.24304179,"Comprehending the mechanism behind human diseases with an established heritable 
       component represents the forefront of personalized medicine. Nevertheless, 
       numerous medically important genes are inaccurately represented in short-read 
       sequencing data analysis due to their complexity and repetitiveness or the 
       so-called 'dark regions' of the human genome. The advent of PacBio as a long-read 
       platform has provided new insights, yet HiFi whole-genome sequencing (WGS) cost 
       remains frequently prohibitive. We introduce a targeted sequencing and analysis 
       framework, Twist Alliance Dark Genes Panel (TADGP), designed to offer phased 
       variants across 389 medically important yet complex autosomal genes. We highlight 
       TADGP accuracy across eleven control samples and compare it to WGS. This 
       demonstrates that TADGP achieves variant calling accuracy comparable to HiFi-WGS 
       data, but at a fraction of the cost. Thus, enabling scalability and broad 
       applicability for studying rare diseases or complementing previously sequenced 
       samples to gain insights into these complex genes. TADGP revealed several 
       candidate variants across all cases and provided insight into LPA diversity when 
       tested on samples from rare disease and cardiovascular disease cohorts. In both 
       cohorts, we identified novel variants affecting individual disease-associated 
       genes (e.g., IKZF1, KCNE1). Nevertheless, the annotation of the variants across 
       these 389 medically important genes remains challenging due to their 
       underrepresentation in ClinVar and gnomAD. Consequently, we also offer an 
       annotation resource to enhance the evaluation and prioritization of these 
       variants. Overall, we can demonstrate that TADGP offers a cost-efficient and 
       scalable approach to routinely assess the dark regions of the human genome with 
       clinical relevance.",PMC10984040,medRxiv : the preprint server for health sciences,101767986

38556602,Regulation and function of transposable elements in cancer genomes.,10.1007/s00018-024-05195-2,"Over half of human genomic DNA is composed of repetitive sequences generated 
       throughout evolution by prolific mobile genetic parasites called transposable 
       elements (TEs). Long disregarded as ""junk"" or ""selfish"" DNA, TEs are increasingly 
       recognized as formative elements in genome evolution, wired intimately into the 
       structure and function of the human genome. Advances in sequencing technologies 
       and computational methods have ushered in an era of unprecedented insight into 
       how TE activity impacts human biology in health and disease. Here we discuss the 
       current views on how TEs have shaped the regulatory landscape of the human 
       genome, how TE activity is implicated in human cancers, and how recent findings 
       motivate novel strategies to leverage TE activity for improved cancer therapy. 
       Given the crucial role of methodological advances in TE biology, we pair our 
       conceptual discussions with an in-depth review of the inherent technical 
       challenges in studying repeats, specifically related to structural variation, 
       expression analyses, and chromatin regulation. Lastly, we provide a catalog of 
       existing and emerging assays and bioinformatic software that altogether are 
       enabling the most sophisticated and comprehensive investigations yet into the 
       regulation and function of interspersed repeats in cancer genomes.",PMC10982106,Cellular and molecular life sciences : CMLS,9705402

38543562,"Exploring Cereal Metagenomics: Unravelling Microbial Communities for Improved 
       Food Security.",10.3390/microorganisms12030510,"Food security is an urgent global challenge, with cereals playing a crucial role 
       in meeting the nutritional requirements of populations worldwide. In recent 
       years, the field of metagenomics has emerged as a powerful tool for studying the 
       microbial communities associated with cereal crops and their impact on plant 
       health and growth. This chapter aims to provide a comprehensive overview of 
       cereal metagenomics and its role in enhancing food security through the 
       exploration of beneficial and pathogenic microbial interactions. Furthermore, we 
       will examine how the integration of metagenomics with other tools can effectively 
       address the adverse effects on food security. For this purpose, we discuss the 
       integration of metagenomic data and machine learning in providing novel insights 
       into the dynamic interactions shaping plant-microbe relationships. We also shed 
       light on the potential applications of leveraging microbial diversity and 
       epigenetic modifications in improving crop resilience and yield sustainability. 
       Ultimately, cereal metagenomics has revolutionized the field of food security by 
       harnessing the potential of beneficial interactions between cereals and their 
       microbiota, paving the way for sustainable agricultural practices.",PMC10974370,Microorganisms,101625893

38542307,"Enhancing Clinical Utility: Utilization of International Standards and Guidelines 
       for Metagenomic Sequencing in Infectious Disease Diagnosis.",10.3390/ijms25063333,"Metagenomic sequencing has emerged as a transformative tool in infectious disease 
       diagnosis, offering a comprehensive and unbiased approach to pathogen detection. 
       Leveraging international standards and guidelines is essential for ensuring the 
       quality and reliability of metagenomic sequencing in clinical practice. This 
       review explores the implications of international standards and guidelines for 
       the application of metagenomic sequencing in infectious disease diagnosis. By 
       adhering to established standards, such as those outlined by regulatory bodies 
       and expert consensus, healthcare providers can enhance the accuracy and clinical 
       utility of metagenomic sequencing. The integration of international standards and 
       guidelines into metagenomic sequencing workflows can streamline diagnostic 
       processes, improve pathogen identification, and optimize patient care. Strategies 
       in implementing these standards for infectious disease diagnosis using 
       metagenomic sequencing are discussed, highlighting the importance of standardized 
       approaches in advancing precision infectious disease diagnosis initiatives.",PMC10970082,International journal of molecular sciences,101092791

38529901,"Assembly collapsing versus heterozygosity oversizing: detection of homokaryotic 
       and heterokaryotic Laccaria trichodermophora strains by hybrid genome assembly.",10.1099/mgen.0.001218,"Genome assembly and annotation using short-paired reads is challenging for 
       eukaryotic organisms due to their large size, variable ploidy and large number of 
       repetitive elements. However, the use of single-molecule long reads improves 
       assembly quality (completeness and contiguity), but haplotype duplications still 
       pose assembly challenges. To address the effect of read length on genome assembly 
       quality, gene prediction and annotation, we compared genome assemblers and 
       sequencing technologies with four strains of the ectomycorrhizal fungus Laccaria 
       trichodermophora. By analysing the predicted repertoire of carbohydrate enzymes, 
       we investigated the effects of assembly quality on functional inferences. 
       Libraries were generated using three different sequencing platforms (Illumina 
       Next-Seq, Mi-Seq and PacBio Sequel), and genomes were assembled using single and 
       hybrid assemblies/libraries. Long reads or hybrid assemby resolved the collapsing 
       of repeated regions, but the nuclear heterozygous versions remained unresolved. 
       In dikaryotic fungi, each cell includes two nuclei and each nucleus has 
       differences not only in allelic gene version but also in gene composition and 
       synteny. These heterokaryotic cells produce fragmentation and size overestimation 
       of the genome assembly of each nucleus. Hybrid assembly revealed a wider 
       functional diversity of genomes. Here, several predicted oxidizing activities on 
       glycosyl residues of oligosaccharides and several chitooligosaccharide acetylase 
       activities would have passed unnoticed in short-read assemblies. Also, the size 
       and fragmentation of the genome assembly, in combination with heterozygosity 
       analysis, allowed us to distinguish homokaryotic and heterokaryotic strains 
       isolated from L. trichodermophora fruit bodies.",PMC10995626,Microbial genomics,101671820

38510277,Long read sequencing on its way to the routine diagnostics of genetic diseases.,10.3389/fgene.2024.1374860,"The clinical application of technological progress in the identification of DNA 
       alterations has always led to improvements of diagnostic yields in genetic 
       medicine. At chromosome side, from cytogenetic techniques evaluating number and 
       gross structural defects to genomic microarrays detecting cryptic copy number 
       variants, and at molecular level, from Sanger method studying the nucleotide 
       sequence of single genes to the high-throughput next-generation sequencing (NGS) 
       technologies, resolution and sensitivity progressively increased expanding 
       considerably the range of detectable DNA anomalies and alongside of Mendelian 
       disorders with known genetic causes. However, particular genomic regions (i.e., 
       repetitive and GC-rich sequences) are inefficiently analyzed by standard genetic 
       tests, still relying on laborious, time-consuming and low-sensitive approaches 
       (i.e., southern-blot for repeat expansion or long-PCR for genes with highly 
       homologous pseudogenes), accounting for at least part of the patients with 
       undiagnosed genetic disorders. Third generation sequencing, generating long reads 
       with improved mappability, is more suitable for the detection of structural 
       alterations and defects in hardly accessible genomic regions. Although recently 
       implemented and not yet clinically available, long read sequencing (LRS) 
       technologies have already shown their potential in genetic medicine research that 
       might greatly impact on diagnostic yield and reporting times, through their 
       translation to clinical settings. The main investigated LRS application concerns 
       the identification of structural variants and repeat expansions, probably because 
       techniques for their detection have not evolved as rapidly as those dedicated to 
       single nucleotide variants (SNV) identification: gold standard analyses are 
       karyotyping and microarrays for balanced and unbalanced chromosome 
       rearrangements, respectively, and southern blot and repeat-primed PCR for the 
       amplification and sizing of expanded alleles, impaired by limited resolution and 
       sensitivity that have not been significantly improved by the advent of NGS. 
       Nevertheless, more recently, with the increased accuracy provided by the latest 
       product releases, LRS has been tested also for SNV detection, especially in genes 
       with highly homologous pseudogenes and for haplotype reconstruction to assess the 
       parental origin of alleles with de novo pathogenic variants. We provide a review 
       of relevant recent scientific papers exploring LRS potential in the diagnosis of 
       genetic diseases and its potential future applications in routine genetic 
       testing.",PMC10951082,Frontiers in genetics,101560621

38504112,"Enriched atlas of lncRNA and protein-coding genes for the GRCg7b chicken assembly 
       and its functional annotation across 47 tissues.",10.1038/s41598-024-56705-y,"Gene atlases for livestock are steadily improving thanks to new genome assemblies 
       and new expression data improving the gene annotation. However, gene content 
       varies across databases due to differences in RNA sequencing data and 
       bioinformatics pipelines, especially for long non-coding RNAs (lncRNAs) which 
       have higher tissue and developmental specificity and are harder to consistently 
       identify compared to protein coding genes (PCGs). As done previously in 2020 for 
       chicken assemblies galgal5 and GRCg6a, we provide a new gene atlas, 
       lncRNA-enriched, for the latest GRCg7b chicken assembly, integrating ""NCBI 
       RefSeq"", ""EMBL-EBI Ensembl/GENCODE"" reference annotations and other resources 
       such as FAANG and NONCODE. As a result, the number of PCGs increases from 18,022 
       (RefSeq) and 17,007 (Ensembl) to 24,102, and that of lncRNAs from 5789 (RefSeq) 
       and 11,944 (Ensembl) to 44,428. Using 1400 public RNA-seq transcriptome 
       representing 47 tissues, we provided expression evidence for 35,257 (79%) lncRNAs 
       and 22,468 (93%) PCGs, supporting the relevance of this atlas. Further 
       characterization including tissue-specificity, sex-differential expression and 
       gene configurations are provided. We also identified conserved miRNA-hosting 
       genes with human counterparts, suggesting common function. The annotated atlas is 
       available at gega.sigenae.org.",PMC10951430,Scientific reports,101563288

38483337,"Computational and Systems Biology Advances to Enable Bioagent Agnostic 
       Signatures.",10.1089/hs.2023.0076,,PMC11044874,Health security,101654694

38478511,"The impact of genetically controlled splicing on exon inclusion and protein 
       structure.",10.1371/journal.pone.0291960,"Common variants affecting mRNA splicing are typically identified though splicing 
       quantitative trait locus (sQTL) mapping and have been shown to be enriched for 
       GWAS signals by a similar degree to eQTLs. However, the specific splicing changes 
       induced by these variants have been difficult to characterize, making it more 
       complicated to analyze the effect size and direction of sQTLs, and to determine 
       downstream splicing effects on protein structure. In this study, we catalogue 
       sQTLs using exon percent spliced in (PSI) scores as a quantitative phenotype. PSI 
       is an interpretable metric for identifying exon skipping events and has some 
       advantages over other methods for quantifying splicing from short read RNA 
       sequencing. In our set of sQTL variants, we find evidence of selective effects 
       based on splicing effect size and effect direction, as well as exon symmetry. 
       Additionally, we utilize AlphaFold2 to predict changes in protein structure 
       associated with sQTLs overlapping GWAS traits, highlighting a potential new 
       use-case for this technology for interpreting genetic effects on traits and 
       disorders.",PMC10936842,PloS one,101285081

38456288,"Laboratory tools for the direct detection of bacterial respiratory infections and 
       antimicrobial resistance: a scoping review.",10.1177/10406387241235968,"Rapid laboratory tests are urgently required to inform antimicrobial use in food 
       animals. Our objective was to synthesize knowledge on the direct application of 
       long-read metagenomic sequencing to respiratory samples to detect bacterial 
       pathogens and antimicrobial resistance genes (ARGs) compared to PCR, 
       loop-mediated isothermal amplification, and recombinase polymerase amplification. 
       Our scoping review protocol followed the Joanna Briggs Institute and PRISMA 
       Scoping Review reporting guidelines. Included studies reported on the direct 
       application of these methods to respiratory samples from animals or humans to 
       detect bacterial pathogens ±ARGs and included turnaround time (TAT) and 
       analytical sensitivity. We excluded studies not reporting these or that were 
       focused exclusively on bioinformatics. We identified 5,636 unique articles from 5 
       databases. Two-reviewer screening excluded 3,964, 788, and 784 articles at 3 
       levels, leaving 100 articles (19 animal and 81 human), of which only 7 studied 
       long-read sequencing (only 1 in animals). Thirty-two studies investigated ARGs 
       (only one in animals). Reported TATs ranged from minutes to 2 d; steps did not 
       always include sample collection to results, and analytical sensitivity varied by 
       study. Our review reveals a knowledge gap in research for the direct detection of 
