DOI,Title,Year,Semantic Scholar ID,URL,Intent,isInfluential
10.1126/science.adh1938,A data-driven single-cell and spatial transcriptomic map of the human prefrontal cortex,2024,3298319ea9eb7aaa40b287c9fa5fd2b5c091f48f,https://www.semanticscholar.org/paper/3298319ea9eb7aaa40b287c9fa5fd2b5c091f48f,methodology,False
10.1126/science.adi5199,Single-cell genomics and regulatory networks for 388 human brains,2024,4ce7309f83fad975a971f38e137f6d459b37ef03,https://www.semanticscholar.org/paper/4ce7309f83fad975a971f38e137f6d459b37ef03,,False
10.1016/j.celrep.2024.114278,Hippocampal astrocytes induce sex-dimorphic effects on memory.,2024,f21a9e1f85295ee06051b083fb128e50d3c19902,https://www.semanticscholar.org/paper/f21a9e1f85295ee06051b083fb128e50d3c19902,,False
10.1126/sciadv.adn7655,"Brain cell-type shifts in Alzheimer’s disease, autism, and schizophrenia interrogated using methylomics and genetics",2024,77b03b8c8ac764361bcdf174abea7bd5080582ae,https://www.semanticscholar.org/paper/77b03b8c8ac764361bcdf174abea7bd5080582ae,"methodology,result",False
10.1126/sciadv.adh2588,Evaluating performance and applications of sample-wise cell deconvolution methods on human brain transcriptomic data,2024,5a1bca0c860c369d4e24df08f0652c41ba61ca83,https://www.semanticscholar.org/paper/5a1bca0c860c369d4e24df08f0652c41ba61ca83,,False
10.1101/2024.05.19.594380,Brain Extracellular Matrix implications in multiple neurological disorders are revealed through a meta-analysis of transcriptional changes,2024,ffe07b3539ced8e88a63b5559f933078de4ff9f5,https://www.semanticscholar.org/paper/ffe07b3539ced8e88a63b5559f933078de4ff9f5,,False
10.31117/neuroscirn.v7i2.315,The chronic cerebral hypoperfusion model induces proinflammatory cascades in Alzheimer's disease,2024,9f98bdb2f1ad4bb64ee8439043503de3b0a2ca74,https://www.semanticscholar.org/paper/9f98bdb2f1ad4bb64ee8439043503de3b0a2ca74,background,False
10.1038/s42003-024-06273-8,Supervised latent factor modeling isolates cell-type-specific transcriptomic modules that underlie Alzheimer’s disease progression,2024,7b2193c014996cdda5760beded2e7b3cdc0c050d,https://www.semanticscholar.org/paper/7b2193c014996cdda5760beded2e7b3cdc0c050d,"methodology,background",True
10.1101/2022.07.07.498804,Deep proteomic analysis of microglia reveals fundamental biological differences between model systems,2024,90b03230dfc01e91c574b838c575eac3a9a928a9,https://www.semanticscholar.org/paper/90b03230dfc01e91c574b838c575eac3a9a928a9,background,False
10.1111/bph.16408,Montelukast improves disease outcome in SOD1G93A female mice by counteracting oligodendrocyte dysfunction and aberrant glial reactivity.,2024,c7e9cdffbe99b1d5ac0794822df1ee461d3998b2,https://www.semanticscholar.org/paper/c7e9cdffbe99b1d5ac0794822df1ee461d3998b2,,False
10.1186/s12868-024-00867-y,Characterizing dysregulations via cell-cell communications in Alzheimer’s brains using single-cell transcriptomes,2024,86ebec6082661064722fd94398c7735ff13f844c,https://www.semanticscholar.org/paper/86ebec6082661064722fd94398c7735ff13f844c,"methodology,background",False
