DOI,Title,Year,Semantic Scholar ID,URL,Intent,isInfluential
10.3390/bioengineering11040325,Endothelial Reprogramming in Atherosclerosis,2024,4ccad93734b70abf212cb57511f4b9cecbc22aed,https://www.semanticscholar.org/paper/4ccad93734b70abf212cb57511f4b9cecbc22aed,background,False
10.3389/fcell.2024.1343106,Next-generation direct reprogramming,2024,97aab5a6dd2764a03392f04a5abc5d6071cc271f,https://www.semanticscholar.org/paper/97aab5a6dd2764a03392f04a5abc5d6071cc271f,background,False
10.1016/j.omtn.2024.102160,Modifying miRs for effective reprogramming of fibroblasts to cardiomyocytes,2024,ca5a68e80dc1a4454c8501f8bbb9ee393b514a01,https://www.semanticscholar.org/paper/ca5a68e80dc1a4454c8501f8bbb9ee393b514a01,background,False
10.1038/s44161-023-00377-w,Recent advances and future prospects in direct cardiac reprogramming,2023,f6384e9c45fff6f0222a6e17bde48c5f163944a0,https://www.semanticscholar.org/paper/f6384e9c45fff6f0222a6e17bde48c5f163944a0,"methodology,result,background",True
10.1186/s13619-023-00182-7,Harnessing stem cell and lineage reprogramming technology to treat cardiac fibrosis,2023,332558ebe915fe28f85e8b51512a7dfc0f62361d,https://www.semanticscholar.org/paper/332558ebe915fe28f85e8b51512a7dfc0f62361d,methodology,False
10.1093/stmcls/sxad077,Single-Cell RNA Sequencing Technology Landscape in 2023.,2023,8ed8c961ce20d4f8a333e3643000256eb2bf82d4,https://www.semanticscholar.org/paper/8ed8c961ce20d4f8a333e3643000256eb2bf82d4,,False
10.3390/biomedicines11112913,Chemical Transdifferentiation of Somatic Cells: Unleashing the Power of Small Molecules,2023,32e0cc16c6ca10f7f5da2e0c31f9dffb58383532,https://www.semanticscholar.org/paper/32e0cc16c6ca10f7f5da2e0c31f9dffb58383532,,False
10.1038/s44161-023-00344-5,Translational landscape of direct cardiac reprogramming reveals a role of Ybx1 in repressing cardiac fate acquisition,2023,618f57cae9d1d2c132f31f755d2eb29215022722,https://www.semanticscholar.org/paper/618f57cae9d1d2c132f31f755d2eb29215022722,result,False
10.1038/s42003-023-05225-y,PC3T: a signature-driven predictor of chemical compounds for cellular transition,2023,0e42f95ca58dac495a1223b0b028e74d75d72980,https://www.semanticscholar.org/paper/0e42f95ca58dac495a1223b0b028e74d75d72980,,False
10.1101/2023.09.20.558597,Robust small molecule-aided cardiac reprogramming systems selective to cardiac fibroblasts,2023,ad9d92b028535243fbee2e7f8c2d6aa306f2be0d,https://www.semanticscholar.org/paper/ad9d92b028535243fbee2e7f8c2d6aa306f2be0d,,False
10.1016/j.jacbts.2023.06.012,Fibroblast Reprogramming in Cardiac Repair,2023,9caa9f5f9acaa01ff5e894f05709c46ff52a6a98,https://www.semanticscholar.org/paper/9caa9f5f9acaa01ff5e894f05709c46ff52a6a98,,False
10.1186/s41065-023-00297-6,Construction and validation of a cuproptosis-related diagnostic gene signature for atrial fibrillation based on ensemble learning,2023,9050d04de352690db96ce90c4807f33738a07aa9,https://www.semanticscholar.org/paper/9050d04de352690db96ce90c4807f33738a07aa9,background,False
10.26508/lsa.202302121,c-JUN is a barrier in hESC to cardiomyocyte transition,2023,2fe668dafbe04bb1cc325343de1e1d6a8e04570a,https://www.semanticscholar.org/paper/2fe668dafbe04bb1cc325343de1e1d6a8e04570a,,False
,Intracellular Dynamics of Hepatitis B Virus Infection: A Mathematical Model and Global Sensitivity Analysis of Its Parameters,2023,f3b5b9e0fabf15998eaa123d083ac52a807f059b,https://www.semanticscholar.org/paper/f3b5b9e0fabf15998eaa123d083ac52a807f059b,,False
10.1016/j.yjmcc.2023.06.005,A novel transcription factor combination for direct reprogramming to a spontaneously contracting human cardiomyocyte-like state.,2023,a8676eac2454ee568055ddccdd932b0acc9b63d6,https://www.semanticscholar.org/paper/a8676eac2454ee568055ddccdd932b0acc9b63d6,,False
10.1016/j.jbc.2023.104694,Neonatal and adult cardiac fibroblasts exhibit inherent differences in cardiac regenerative capacity,2023,33e0784f08f371d114a719eddcfa4b4183bfb007,https://www.semanticscholar.org/paper/33e0784f08f371d114a719eddcfa4b4183bfb007,background,False
10.1016/j.csbj.2023.04.007,Single-cell and spatial transcriptomics: Advances in heart development and disease applications,2023,7bc056a703a4c7fb054620a83651e34a9d2200a5,https://www.semanticscholar.org/paper/7bc056a703a4c7fb054620a83651e34a9d2200a5,background,False
10.3390/cells12081166,Direct Reprogramming of Resident Non-Myocyte Cells and Its Potential for In Vivo Cardiac Regeneration,2023,99552ee0e99001b46b82023785c75a37430ecdc9,https://www.semanticscholar.org/paper/99552ee0e99001b46b82023785c75a37430ecdc9,background,False
10.1016/j.xpro.2023.102204,Optimized protocol for direct cardiac reprogramming in mice using Ascl1 and Mef2c.,2023,798cfe1a473db27a1ac4e9fc918dd2f6493a1c00,https://www.semanticscholar.org/paper/798cfe1a473db27a1ac4e9fc918dd2f6493a1c00,,False
10.1038/s41467-023-37256-8,Conserved transcription factors promote cell fate stability and restrict reprogramming potential in differentiated cells,2023,2576de90339f61fea89c85da1a7ac0bf12801585,https://www.semanticscholar.org/paper/2576de90339f61fea89c85da1a7ac0bf12801585,,False
10.1101/2023.03.14.532629,A Novel Transcription Factor Combination for Direct Reprogramming to a Spontaneously Contracting Human Cardiomyocyte-like State,2023,c4e768a2bf035f5e5da5f46fbb126d6af54e74e8,https://www.semanticscholar.org/paper/c4e768a2bf035f5e5da5f46fbb126d6af54e74e8,,False
10.1016/j.yjmcc.2023.03.002,Development of direct cardiac reprogramming for clinical applications.,2023,eee75f1e76d1bc8f060b1578d55a3ec4d16fda01,https://www.semanticscholar.org/paper/eee75f1e76d1bc8f060b1578d55a3ec4d16fda01,,False
10.1016/j.yjmcc.2023.03.008,Direct cardiac reprogramming: A new technology for cardiac repair.,2023,0cd19a34cd44907a719c717d2c38c18178435274,https://www.semanticscholar.org/paper/0cd19a34cd44907a719c717d2c38c18178435274,,False
10.1016/j.yjmcc.2023.03.013,Reprogramming of cardiac cell fate as a therapeutic strategy for ischemic heart disease.,2023,e84f764ba950f1da4391390cc8b260fa5c167c81,https://www.semanticscholar.org/paper/e84f764ba950f1da4391390cc8b260fa5c167c81,,False
10.1038/s41569-022-00805-7,Single-cell transcriptomics for the assessment of cardiac disease,2022,419b738ea24451299751468e08b191b7e1486956,https://www.semanticscholar.org/paper/419b738ea24451299751468e08b191b7e1486956,,False
10.1007/s11033-022-07913-0,Direct cardiac reprogramming: basics and future challenges,2022,77785d2f6c6c2cd0cfe209c2ab81ff7c24442467,https://www.semanticscholar.org/paper/77785d2f6c6c2cd0cfe209c2ab81ff7c24442467,,False
10.1016/j.cellin.2022.100058,Direct cardiac reprogramming: Toward the era of multi-omics analysis,2022,f2f756b5b7379f818a1b22acc7824f99ccc851b8,https://www.semanticscholar.org/paper/f2f756b5b7379f818a1b22acc7824f99ccc851b8,"methodology,background",False
10.1016/j.stem.2022.09.006,Cross-lineage potential of Ascl1 uncovered by comparing diverse reprogramming regulatomes.,2022,f8c73e6377c6dfcb182cb4c51dc3d8382e312d6e,https://www.semanticscholar.org/paper/f8c73e6377c6dfcb182cb4c51dc3d8382e312d6e,,False
10.1161/CIRCULATIONAHA.122.059713,TBX20 Improves Contractility and Mitochondrial Function During Direct Human Cardiac Reprogramming,2022,f41e95df717eda4441cd6ee8cbcdc3857003b969,https://www.semanticscholar.org/paper/f41e95df717eda4441cd6ee8cbcdc3857003b969,,False
10.1016/j.yjmcc.2022.08.004,The heart of cardiac reprogramming: The cardiac fibroblasts.,2022,70ea3e615ebdd18010fa8c68e2ccc83b1e13c790,https://www.semanticscholar.org/paper/70ea3e615ebdd18010fa8c68e2ccc83b1e13c790,,False
10.1016/j.xpro.2022.101560,"A review of protocols for human iPSC culture, cardiac differentiation, subtype-specification, maturation, and direct reprogramming",2022,53824af24b9bf77965ee0b3eeb3db28b20adfda3,https://www.semanticscholar.org/paper/53824af24b9bf77965ee0b3eeb3db28b20adfda3,,False
10.3389/fcell.2022.929256,Manipulating Cardiomyocyte Plasticity for Heart Regeneration,2022,54bf99b1bcfe268de58b74e8d602360a4e4b1c3f,https://www.semanticscholar.org/paper/54bf99b1bcfe268de58b74e8d602360a4e4b1c3f,background,False
10.1089/cell.2022.0014,Appropriate Exogenous Expression Stoichiometry of GATA4 as an Important Factor for Cardiac Reprogramming of Human Dermal Fibroblasts.,2022,a191b4f70d27558bb0c39826ce10c9cccd075648,https://www.semanticscholar.org/paper/a191b4f70d27558bb0c39826ce10c9cccd075648,,False
10.3389/fcell.2022.883861,Advances in Single-Cell Multi-Omics and Application in Cardiovascular Research,2022,04eb943caba81259c7c8a725edf3d0e475e8a95a,https://www.semanticscholar.org/paper/04eb943caba81259c7c8a725edf3d0e475e8a95a,,False
10.1186/s13287-022-02873-5,The role of serum amyloid A1 in the adipogenic differentiation of human adipose-derived stem cells basing on single-cell RNA sequencing analysis,2022,6a72f34fef7cac2c9bb97ab6d48bc7d5f9d75b22,https://www.semanticscholar.org/paper/6a72f34fef7cac2c9bb97ab6d48bc7d5f9d75b22,,False
10.1186/s13287-022-02873-5,The role of serum amyloid A1 in the adipogenic differentiation of human adipose-derived stem cells basing on single-cell RNA sequencing analysis,2022,4646d0ad55cafc0e55baee7db4590ffc96db43c7,https://www.semanticscholar.org/paper/4646d0ad55cafc0e55baee7db4590ffc96db43c7,,False
10.3390/biom12040566,Deciphering Cardiac Biology and Disease by Single-Cell Transcriptomic Profiling,2022,1096982b8b55fd6748a49fbce715b0aa901d04e0,https://www.semanticscholar.org/paper/1096982b8b55fd6748a49fbce715b0aa901d04e0,,False
10.1126/sciimmunol.abg5539,Single-cell transcriptional profiling informs efficient reprogramming of human somatic cells to cross-presenting dendritic cells,2022,77be06e3b1e79f0ac09ea7c9e349466b00eadd5c,https://www.semanticscholar.org/paper/77be06e3b1e79f0ac09ea7c9e349466b00eadd5c,,False
10.1007/s12015-022-10339-7,MYOCD is Required for Cardiomyocyte-like Cells Induction from Human Urine Cells and Fibroblasts Through Remodeling Chromatin,2022,dcbb91719d26182fca7ceecbfa864e758142576e,https://www.semanticscholar.org/paper/dcbb91719d26182fca7ceecbfa864e758142576e,,False
