Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Role of MicroRNA in Governing Synaptic Plasticity,"Although synaptic plasticity in neural circuits is orchestrated by an ocean of genes, molecules, and proteins, the underlying mechanisms remain poorly understood. Recently, it is well acknowledged that miRNA exerts widespread regulation over the translation and degradation of target gene in nervous system. Increasing evidence suggests that quite a few specific miRNAs play important roles in various respects of synaptic plasticity including synaptogenesis, synaptic morphology alteration, and synaptic function modification. More importantly, the miRNA-mediated regulation of synaptic plasticity is not only responsible for synapse development and function but also involved in the pathophysiology of plasticity-related diseases. A review is made here on the function of miRNAs in governing synaptic plasticity, emphasizing the emerging regulatory role of individual miRNAs in synaptic morphological and functional plasticity, as well as their implications in neurological disorders. Understanding of the way in which miRNAs contribute to synaptic plasticity provides rational clues in establishing the novel therapeutic strategy for plasticity-related diseases.",27034846,PMC4808557,10.1155/2016/4959523,35,Neural plasticity,100883417,3.144,0.9720456600189209,0.8060200668896321,0.18729096989966554,0.7818896033692121
MicroRNAs and Synaptic Plasticity: From Their Molecular Roles to Response to Therapy,"Synaptic plasticity is the ability of synapses to weaken or strengthen over time, in response to changes in the activity of the neurons. It is orchestrated by a variety of genes, proteins, and external and internal factors, especially epigenetic factors. MicroRNAs (miRNAs) are well-acknowledged epigenetic modulators that regulate the translation and degradation of target genes in the nervous system. Increasing evidence has suggested that a number of miRNAs play important roles in modulating various aspects of synaptic plasticity. The deregulation of miRNAs could be associated with pathological alterations in synaptic plasticity, which could lead to different CNS-related diseases. Herein, we provide an update on the role of miRNAs in governing synaptic plasticity. In addition, we also summarize recent researches on the role of miRNAs in drug addiction, and their targets and mechanism of action. Understanding of the way in which miRNAs contribute to synaptic plasticity provides rational clues in establishing the novel biomarkers and new therapeutic strategies for the diagnosis and treatment of plasticity-related diseases and drug addiction.",35666404,,10.1007/s12035-022-02907-2,5,Molecular neurobiology,8900963,5.682,0.9549003839492798,0.2842809364548495,0.4983277591973244,0.7294619695000026
"Research progress on the roles of microRNAs in governing synaptic plasticity, learning and memory","The importance of non-coding RNA involved in biological processes has become apparent in recent years and the mechanism of transcriptional regulation has also been identified. MicroRNAs (miRNAs) represent a class of small regulatory non-coding RNAs of 22bp in length that mediate gene silencing by identifying specific sequences in the target messenger RNAs (mRNAs). Many miRNAs are highly expressed in the central nervous system in a spatially and temporally controlled manner in normal physiology, as well as in certain pathological conditions. There is growing evidence that a considerable number of specific miRNAs play important roles in synaptic plasticity, learning and memory function. In addition, the dysfunction of these molecules may also contribute to the etiology of several neurodegenerative diseases. Here we provide an overview of the current literatures, which support non-coding RNA-mediated gene function regulation represents an important but underappreciated, layer of epigenetic control that facilitates learning and memory functions.",28866103,,10.1016/j.lfs.2017.08.033,15,Life sciences,375521,6.78,0.920647144317627,0.5785953177257525,0.6655518394648829,0.8012177180287032
miRNAs in synapse development and synaptic plasticity,"Synapses are functional units of the nervous system, through which information is transferred between neurons. The development and activity-dependent modification of synapses require temporally and spatially controlled modulation of gene expression. microRNAs (miRNAs) have emerged as essential regulators of gene expression. They are small non-coding RNAs that regulate mRNA stability and translation by interacting with the 3' untranslated region (3' UTR) of mRNAs. miRNAs are located to neuronal processes to regulate protein synthesis locally and their expression is regulated by synaptic activity. This article reviews recent findings on the role of miRNAs in synapse development and synaptic plasticity.",28334640,PMC5554733,10.1016/j.conb.2017.02.014,71,Current opinion in neurobiology,9111376,7.07,0.9170058369636536,0.9230769230769231,0.6889632107023411,0.872611528934045
Current Updates on the Role of MicroRNA in the Diagnosis and Treatment of Neurodegenerative Diseases,"Background:MicroRNAs (miRNA) are small noncoding RNAs that play a significant role in the regulation of gene expression. The literature has explored the key involvement of miRNAs in the diagnosis, prognosis, and treatment of various neurodegenerative diseases (NDD), such as Alzheimer's disease (AD), Parkinson's disease (PD), and Huntington's disease (HD). The miRNA regulates various signalling pathways; its dysregulation is involved in the pathogenesis of NDD.Objective:The present review is focused on the involvement of miRNAs in the pathogenesis of NDD and their role in the treatment or management of NDD. The literature provides comprehensive and cutting-edge knowledge for students studying neurology, researchers, clinical psychologists, practitioners, pathologists, and drug development agencies to comprehend the role of miRNAs in the NDD's pathogenesis, regulation of various genes/signalling pathways, such as Î±-synuclein, P53, amyloid-Î², high mobility group protein (HMGB1), and IL-1Î², NMDA receptor signalling, cholinergic signalling, etc. Methods: The issues associated with using anti-miRNA therapy are also summarized in this review. The data for this literature were extracted and summarized using various search engines, such as Google Scholar, Pubmed, Scopus, and NCBI using different terms, such as NDD, PD, AD, HD, nanoformulations of mRNA, and role of miRNA in diagnosis and treatment.Results:The miRNAs control various biological actions, such as neuronal differentiation, synaptic plasticity, cytoprotection, neuroinflammation, oxidative stress, apoptosis and chaperone-mediated autophagy, and neurite growth in the central nervous system and diagnosis. Various miRNAs are involved in the regulation of protein aggregation in PD and modulating Î²-secretase activity in AD. In HD, mutation in the huntingtin (Htt) protein interferes with Ago1 and Ago2, thus affecting the miRNA biogenesis. Currently, many anti-sense technologies are in the research phase for either inhibiting or promoting the activity of miRNA.Conclusion:This review provides new therapeutic approaches and novel biomarkers for the diagnosis and prognosis of NDDs by using miRNA.",37861022,,10.2174/0115665232261931231006103234,1,Current gene therapy,101125446,4.676,0.9099069833755493,0.08695652173913043,0.3745819397993311,0.6382518823330219
Synaptic plasticity and depression: the role of miRNAs dysregulation,"Background:MicroRNAs (miRNAs) have been recently shown to exert several functional roles in the development and function of neurons. Moreover, numerous miRNAs are present in high abundance in presynaptic and postsynaptic sites regulating synaptic plasticity and activity through different mechanisms.Methods:We searched PubMed and Google Scholar databases with key words ""Synaptic plasticity"", ""miRNA"" and ""major depressive disorder.Results:Synaptic plasticity has an essential role in the ability of the brain to integrate transitory experiences into constant memory traces. Thus, it participates in the development of neuropsychiatric diseases such as major depressive disorder (MDD). Most notably, MDD-related alterations in synaptic function have been found to be closely related with abnormal expression of miRNAs.Conclusions:Several miRNAs such as miR-9-5p, miR-204-5p, miR-128-3, miR-26a-3p, miR-218, miR-22-3p, miR-124-3p, miR-136-3p, miR-154-5p, miR-323a-3p, miR-425-5p, miR-34a, miR-137, miR-204-5p, miR-99a, miR-134, miR-124-3p and miR-3130-5p have been shown to be involved in the regulation of synaptic plasticity in the context of MDD. In the current review, we elaborate the role of miRNAs in regulation of this important neuronal feature in MDD.",35441941,,10.1007/s11033-022-07461-7,9,Molecular biology reports,403234,2.742,0.902265727519989,0.43478260869565216,0.11705685618729098,0.6517273294885821
Causes and Consequences of MicroRNA Dysregulation in Neurodegenerative Diseases,"Neurodegenerative diseases, including Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's disease (HD) and amyotrophic lateral sclerosis (ALS), originate from a loss of neurons in the central nervous system (CNS) and are severely debilitating. The incidence of neurodegenerative diseases increases with age, and they are expected to become more common due to extended life expectancy. Because of no clear mechanisms, these diseases have become a major challenge in neurobiology. It is well recognized that these disorders become the culmination of many different genetic and environmental influences. Prior studies have shown that microRNAs (miRNAs) are pathologically altered during the inexorable course of some neurodegenerative diseases, suggesting that miRNAs may be the contributing factor in neurodegeneration. Here, we review what is known about the involvement of miRNAs in the pathogenesis of neurodegenerative diseases. The biogenesis of miRNAs and various functions of miRNAs that act as the chief regulators will be discussed. We focus in particular on dysregulation of miRNAs which leads to several neurodegenerative diseases from three aspects: miRNA-generating disorders, miRNA-targeting genes and epigenetic alterations. Furthermore, recent evidences have shown that circulating miRNA expression levels are changed in patients with neurodegenerative diseases. Circulating miRNA expression levels are reported in patients in order to evaluate their application as biomarkers of these diseases. A discussion is included with a potential diagnostic biomarker and the possible future direction in exploring the nexus between miRNAs and various neurodegenerative diseases.",24973986,,10.1007/s12035-014-8803-9,65,Molecular neurobiology,8900963,5.682,0.8991213440895081,0.9163879598662207,0.5016722408026756,0.823084846587484
The role of microRNAs in neurodegenerative diseases: a review,"MicroRNAs (miRNAs) are non-coding RNAs which are essential post-transcriptional gene regulators in various neuronal degenerative diseases and playact a key role in these physiological progresses. Neurodegenerative diseases, such as Alzheimer's disease, Parkinson's disease, Huntington's disease, multiple sclerosis, and, stroke, are seriously threats to the life and health of all human health and life kind. Recently, various studies have reported that some various miRNAs can regulate the development of neurodegenerative diseases as well as act as biomarkers to predict these neuronal diseases conditions. Endogenic miRNAs such as miR-9, the miR-29 family, miR-15, and the miR-34 family are generally dysregulated in animal and cell models. They are involved in regulating the physiological and biochemical processes in the nervous system by targeting regulating different molecular targets and influencing a variety of pathways. Additionally, exogenous miRNAs derived from homologous plants and defined as botanmin, such as miR2911 and miR168, can be taken up and transferred by other species to be and then act analogously to endogenic miRNAs to regulate the physiological and biochemical processes. This review summarizes the mechanism and principle of miRNAs in the treatment of some neurodegenerative diseases, as well as discusses several types of miRNAs which were the most commonly reported in diseases. These miRNAs could serve as a study provided some potential biomarkers in neurodegenerative diseases might be an ideal and/or therapeutic targets for neurodegenerative diseases. Finally, the role accounted of the prospective exogenous miRNAs involved in mammalian diseases is described. 1. Listing a large number of neural-related miRNAs and sorting out their pathways. 2. Classify and sort miRNAs according to their mechanism of action. 3. Demonstrating the effects of up-regulation or down-regulation of each miRNAs on the nervous system.",36125599,PMC9486770,10.1007/s10565-022-09761-x,18,Cell biology and toxicology,8506639,6.819,0.8875949382781982,0.6220735785953178,0.6722408026755853,0.7914198392210995
MicroRNA: Basic concepts and implications for regeneration and repair of neurodegenerative diseases,"MicroRNAs (miRNA) are small non-coding molecules that revolutionized our knowledge about the regulation of gene expression. Capable to target a large number of mRNA, miRNA are thought to regulate around 30% of the entire human genome. Therefore, these molecules are able to regulate several biological processes, including neuronal survival, differentiation and regeneration. Additionally, miRNA might act as valuable clinical agents in brain pathological conditions. Their specific expression patterns in the brain parenchyma and/or in circulating fluids have been highlighted as potential biomarkers, while the modulation of their activity may have therapeutic value for several neurodegenerative diseases. In this review, we describe miRNA biogenesis, signaling and regulation as well as the role of miR-9, miR-124, miR-132 and miR-137 in both adult neurogenesis and neurodegeneration, namely in Alzheimer's disease, Parkinson's disease, Huntington's disease and amyotrophic lateral sclerosis. The relationship between miRNA, neurodegeneration and neurogenesis will be highlighted. Moreover, the benefits, outcomes and limitations of therapies using miRNA technology for neurodegenerative disorders will also be discussed.",28709951,,10.1016/j.bcp.2017.07.008,36,Biochemical pharmacology,101032,6.1,0.8864204287528992,0.8127090301003345,0.5752508361204013,0.8094442304958867
Regulation of AMPAR expression by microRNAs,"AMPA receptors (AMPARs) are the major excitatory neurotransmitter receptor in the brain, and their expression at synapses is a critical determinant of synaptic transmission and therefore brain function. Synaptic plasticity involves increases or decreases in synaptic strength, caused by changes in the number or subunit-specific subtype of AMPARs expressed at synapses, and resulting in modifications of functional connectivity of neuronal circuits, a process which is thought to underpin learning and the formation or loss of memories. Furthermore, numerous neurological disorders involve dysregulation of excitatory synaptic transmission or aberrant recruitment of plasticity processes. MicroRNAs (miRNAs) repress the translation of target genes by partial complementary base pairing with mRNAs, and are the core component of a mechanism widely used in a range of cell processes for regulating protein translation. MiRNA-dependent translational repression can occur locally in neuronal dendrites, close to synapses, and can also result in relatively rapid changes in protein expression. MiRNAs are therefore well-placed to regulate synaptic plasticity via the local control of AMPAR subunit synthesis, and can also result in synaptic dysfunction in the event of dysregulation in disease. Here, I will review the miRNAs that have been identified as playing a role in physiological or pathological changes in AMPAR subunit expression at synapses, focussing on miRNAs that target mRNAs encoding AMPAR subunits, and on miRNAs that target AMPAR accessory proteins involved in AMPAR trafficking and hence the regulation of AMPAR synaptic localisation. This article is part of the special Issue on 'Glutamate Receptors - AMPA receptors'.",34274347,,10.1016/j.neuropharm.2021.108723,4,Neuropharmacology,236217,5.273,0.8739697337150574,0.21739130434782608,0.46488294314381273,0.6608366897273622
