DOI,Title,Year,Semantic Scholar ID,URL,Intent,isInfluential
10.3390/ani14111578,Application of Next-Generation Sequencing (NGS) Techniques for Selected Companion Animals,2024,547838311eeef4a5da0e9c5f99d6348f60c618d8,https://www.semanticscholar.org/paper/547838311eeef4a5da0e9c5f99d6348f60c618d8,,False
10.1007/s00439-024-02678-x,Advances in long-read single-cell transcriptomics.,2024,058f7400c6ebd14189c7c16d6ecb9f7c1cf871d3,https://www.semanticscholar.org/paper/058f7400c6ebd14189c7c16d6ecb9f7c1cf871d3,,False
10.1101/2024.05.23.595536,Improving allele-specific epigenomic signal coverage by 10-fold using Hidden Markov Modeling and Machine Learning,2024,20c260e0ad7374389063e9840e38ae7902bc7075,https://www.semanticscholar.org/paper/20c260e0ad7374389063e9840e38ae7902bc7075,background,False
10.26508/lsa.202302481,A multiomic characterization of the leukemia cell line REH using short- and long-read sequencing,2024,17b0f4e3498f2d11250a1bdfe4e7c173987f4b5e,https://www.semanticscholar.org/paper/17b0f4e3498f2d11250a1bdfe4e7c173987f4b5e,,False
10.1063/5.0203315,A Perspective on graphene junctions for recognition tunneling,2024,89e6dc2959d8bcd3676300db6e5dcfbf7ce153ff,https://www.semanticscholar.org/paper/89e6dc2959d8bcd3676300db6e5dcfbf7ce153ff,,False
10.1042/BST20231262,Technology to the rescue: how to uncover the role of transposable elements in preimplantation development.,2024,a3ea9f91c0ab4397e82624559f903c422fb2a3e9,https://www.semanticscholar.org/paper/a3ea9f91c0ab4397e82624559f903c422fb2a3e9,,False
10.3389/pore.2024.1611676,"Can long-read sequencing tackle the barriers, which the next-generation could not? A review",2024,a12f54a779187757757f7deeb0ff27558264b476,https://www.semanticscholar.org/paper/a12f54a779187757757f7deeb0ff27558264b476,,False
10.1038/s41467-024-48437-4,Transfer learning enables identification of multiple types of RNA modifications using nanopore direct RNA sequencing,2024,efefd9bc251b22d61fafa4dbacf3f770711ef7e6,https://www.semanticscholar.org/paper/efefd9bc251b22d61fafa4dbacf3f770711ef7e6,,False
10.1101/2024.05.13.591068,Using short-read 16S rRNA sequencing of multiple variable regions to generate high-quality results to a species level,2024,e8a70dd735ed14a2969774c9714e867fbd330651,https://www.semanticscholar.org/paper/e8a70dd735ed14a2969774c9714e867fbd330651,background,False
10.1038/s41597-024-03305-0,Beyond NGS data sharing for plant ecological resilience and improvement of agronomic traits,2024,793e373e512831819dd334e25bef0aef30a0d6f9,https://www.semanticscholar.org/paper/793e373e512831819dd334e25bef0aef30a0d6f9,,False
10.1093/nar/gkae332,Arrayed in vivo barcoding for multiplexed sequence verification of plasmid DNA and demultiplexing of pooled libraries.,2024,22fbce624523166f56dedc6563be109fd007123c,https://www.semanticscholar.org/paper/22fbce624523166f56dedc6563be109fd007123c,,False
10.3390/biom14050568,The Third-Generation Sequencing Challenge: Novel Insights for the Omic Sciences,2024,df19bf8cb8177ac4009f87c951f78b612c45ecf8,https://www.semanticscholar.org/paper/df19bf8cb8177ac4009f87c951f78b612c45ecf8,"background,methodology",True
10.1016/j.compbiomed.2024.108542,Accelerating spliced alignment of long RNA sequencing reads using parallel maximal exact match retrieval,2024,3d188427d58c05af8e11f7fc9d5db5bd4716c589,https://www.semanticscholar.org/paper/3d188427d58c05af8e11f7fc9d5db5bd4716c589,,False
10.1099/mgen.0.001244,"Hybracter: enabling scalable, automated, complete and accurate bacterial genome assemblies.",2024,b46abd0579d8d56ab52e5ba3dda7f2cf99d321cd,https://www.semanticscholar.org/paper/b46abd0579d8d56ab52e5ba3dda7f2cf99d321cd,,False
10.1016/j.medp.2024.100028,Progresses in genetic testing in congenital heart disease,2024,ef7a57a5792a69eb2d08a5cff2443e5f8020623b,https://www.semanticscholar.org/paper/ef7a57a5792a69eb2d08a5cff2443e5f8020623b,,False
10.1016/j.csbj.2024.05.025,A Survey of K-mer Methods and Applications in Bioinformatics,2024,63b53fe3ca00e5b1bf7bb87d314c4c41c550cfaf,https://www.semanticscholar.org/paper/63b53fe3ca00e5b1bf7bb87d314c4c41c550cfaf,,False
10.1016/j.jare.2024.05.020,Systematic evaluation of single-cell RNA-seq analyses performance based on long-read sequencing platforms.,2024,1d6a2a97bc6493ff69f89891b7e702be1c6fad3e,https://www.semanticscholar.org/paper/1d6a2a97bc6493ff69f89891b7e702be1c6fad3e,,False
10.1080/10643389.2024.2344453,Standardization in global environmental antibiotic resistance genes (ARGs) surveillance,2024,bffdb668148abedb375420642ceee17b4b039c2d,https://www.semanticscholar.org/paper/bffdb668148abedb375420642ceee17b4b039c2d,,False
10.1038/s41467-024-47155-1,Integrating taxonomic signals from MAGs and contigs improves read annotation and taxonomic profiling of metagenomes,2024,19dc08746bbc06974465be79768280bbd6cd758d,https://www.semanticscholar.org/paper/19dc08746bbc06974465be79768280bbd6cd758d,,False
10.3389/fendo.2024.1368990,Genetics of Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome: advancements and implications,2024,e2b13dd47c7d0f7d910380a7ec82a2a5929e92ae,https://www.semanticscholar.org/paper/e2b13dd47c7d0f7d910380a7ec82a2a5929e92ae,,False
10.1101/2024.04.13.589356,Enhancing transcriptome expression quantification through accurate assignment of long RNA sequencing reads with TranSigner,2024,ff5acb48a78c7c556d51baaa432d42198e2a67a5,https://www.semanticscholar.org/paper/ff5acb48a78c7c556d51baaa432d42198e2a67a5,"background,methodology",False
10.1038/s41598-024-58733-0,Targeted phasing of 2–200 kilobase DNA fragments with a short-read sequencer and a single-tube linked-read library method,2024,da1be37504cf78b4b8bce7215bb0e03cd556eff0,https://www.semanticscholar.org/paper/da1be37504cf78b4b8bce7215bb0e03cd556eff0,,False
10.3390/microorganisms12050935,Improving Bacterial Metagenomic Research through Long-Read Sequencing,2024,ebb9d48d98a5d8d48f694448044301daad115667,https://www.semanticscholar.org/paper/ebb9d48d98a5d8d48f694448044301daad115667,background,False
10.1101/2024.03.31.587463,Long-Read Structural and Epigenetic Profiling of a Kidney Tumor-matched Sample with Nanopore Sequencing and Optical Genome Mapping,2024,2297c0feec158690b0ba03aba7f6e460fb824d51,https://www.semanticscholar.org/paper/2297c0feec158690b0ba03aba7f6e460fb824d51,methodology,False
10.3390/microorganisms12040799,Pannonibacter anstelovis sp. nov. Isolated from Two Cases of Bloodstream Infections in Paediatric Patients,2024,1aede346006112dd6f87be680f964ccb79dcb8d7,https://www.semanticscholar.org/paper/1aede346006112dd6f87be680f964ccb79dcb8d7,,False
10.1007/s00018-024-05195-2,Regulation and function of transposable elements in cancer genomes,2024,29f9b491dbf6ce319fbdb3ad07e660d62ce640a0,https://www.semanticscholar.org/paper/29f9b491dbf6ce319fbdb3ad07e660d62ce640a0,background,False
10.1136/pn-2023-004083,Lessons and pitfalls of whole genome sequencing.,2024,cf184bae83e46d1b253d959fc410a105912e1bae,https://www.semanticscholar.org/paper/cf184bae83e46d1b253d959fc410a105912e1bae,,False
10.1101/2024.03.21.586080,Assembly Arena: Benchmarking RNA isoform reconstruction algorithms for nanopore sequencing,2024,f8af1516ccb36ea12b39b477107f42b3fb5db165,https://www.semanticscholar.org/paper/f8af1516ccb36ea12b39b477107f42b3fb5db165,background,False
10.1101/2024.03.15.585271,Heterogeneous and Novel Transcript Expression in Single Cells of Patient-Derived ccRCC Organoids,2024,fdb5047b8a086cdbc58473750060f347994ce0cc,https://www.semanticscholar.org/paper/fdb5047b8a086cdbc58473750060f347994ce0cc,background,False
10.1101/2024.03.15.585288,Characterising tandem repeat complexities across long-read sequencing platforms with TREAT,2024,f384de2232f839aec4d18524ed4725365908bb60,https://www.semanticscholar.org/paper/f384de2232f839aec4d18524ed4725365908bb60,background,False
10.1177/10406387241235968,Laboratory tools for the direct detection of bacterial respiratory infections and antimicrobial resistance: a scoping review,2024,3528dede76b433016ee4715b6f37551b56ffa03b,https://www.semanticscholar.org/paper/3528dede76b433016ee4715b6f37551b56ffa03b,methodology,False
10.3390/d16030173,Nanopore Sequencing Technology as an Emerging Tool for Diversity Studies of Plant Organellar Genomes,2024,203a8af715c0e796282b12acdb1381958a719741,https://www.semanticscholar.org/paper/203a8af715c0e796282b12acdb1381958a719741,,False
10.3389/fgene.2024.1374860,Long read sequencing on its way to the routine diagnostics of genetic diseases,2024,a6ba1fe924f5a8b547b145f8e62b542335197675,https://www.semanticscholar.org/paper/a6ba1fe924f5a8b547b145f8e62b542335197675,background,False
