PMID,Title,DOI,Abstract,PMCID,Journal_title,Journal_id
29544768,"Epigenetic control of gene regulation during development and disease: A view from 
       the retina.",10.1016/j.preteyeres.2018.03.002,"Complex biological processes, such as organogenesis and homeostasis, are 
       stringently regulated by genetic programs that are fine-tuned by epigenetic 
       factors to establish cell fates and/or to respond to the microenvironment. Gene 
       regulatory networks that guide cell differentiation and function are modulated 
       and stabilized by modifications to DNA, RNA and proteins. In this review, we 
       focus on two key epigenetic changes - DNA methylation and histone modifications - 
       and discuss their contribution to retinal development, aging and disease, 
       especially in the context of age-related macular degeneration (AMD) and diabetic 
       retinopathy. We highlight less-studied roles of DNA methylation and provide the 
       RNA expression profiles of epigenetic enzymes in human and mouse retina in 
       comparison to other tissues. We also review computational tools and emergent 
       technologies to profile, analyze and integrate epigenetic information. We suggest 
       implementation of editing tools and single-cell technologies to trace and perturb 
       the epigenome for delineating its role in transcriptional regulation. Finally, we 
       present our thoughts on exciting avenues for exploring epigenome in retinal 
       metabolism, disease modeling, and regeneration.",PMC6054546,Progress in retinal and eye research,9431859
38675608,"Artemisinin Confers Cytoprotection toward Hydrogen Peroxide-Induced Cell 
       Apoptosis in Retinal Pigment Epithelial Cells in Correlation with the Increased 
       Acetylation of Histone H4 at Lysine 8.",10.3390/molecules29081789,"Increased oxidative stress is one of the critical pathologies inducing 
       age-related macular degeneration (AMD), characterized by retinal pigment 
       epithelial (RPE) cell damage and death. The unbalanced acetylation and 
       deacetylation of histones have been implicated in AMD pathogenesis or hydrogen 
       peroxide (H(2)O(2))-induced cell damage. Therefore, strategies aimed at 
       controlling the balance between acetylation and deacetylation may effectively 
       protect RPE cells from oxidative damage. Artemisinin is an antimalarial lactone 
       drug derived from Artemisia annua, with antioxidant activity known to modulate 
       histone acetylation in the brain, but its effect on the retina is unknown. In 
       this study, we aimed to investigate whether Artemisinin exerts a cytoprotective 
       effect on oxidative stress-induced apoptosis in RPE cells by regulating histone 
       acetylation. We hypothesized that Artemisinin confers cytoprotection toward 
       H(2)O(2)-induced apoptosis in RPE cells through this mechanism. In the present 
       study, we found that Artemisinin at a sub-clinic dosage of 20 μM inhibited the 
       H(2)O(2)-induced cell viability decrease and B-cell lymphoma 2 (Bcl-2) protein 
       level decrease and attenuated the H(2)O(2)-induced decrease in the histone H4 
       lysine (Lys) 8 acetylation [Acetyl-H4 (Lys 8)] level in the retinal RPE cell line 
       D407. As expected, histone deacetylase inhibitor Trichostatin A at the 
       concentration of 250 nM increased the Acetyl-H4 (Lys 8) level in D407 cells and 
       attenuated the H(2)O(2)-induced cell viability decrease and apoptosis. Similar 
       findings were obtained using adult RPE (ARPE)19 cells, another human RPE cell 
       line, and primary human RPE cell cultures. In conclusion, these results confirmed 
       our hypothesis and indicated that Artemisinin attenuated H(2)O(2)-induced 
       apoptosis in apparent correlation with the increase in the Acetyl-H4 (Lys 8) 
       level, which is associated with gene transcription and cell survival. By 
       modulating histone acetylation, Artemisinin may restore the balance between 
       acetylation and deacetylation and enhance the resistance and survival of RPE 
       cells under oxidative stress. Our study provides novel mechanistic insights into 
       the effect of Artemisinin on histone acetylation and apoptosis in RPE cells and 
       supports the potential application of Artemisinin in the prevention and/or 
       treatment of AMD.",PMC11051841,"Molecules (Basel, Switzerland)",100964009
38351418,"H3K4 Trimethylation Mediate Hyperhomocysteinemia Induced Neurodegeneration via 
       Suppressing Histone Acetylation by ANP32A.",10.1007/s12035-024-03995-y,"Homocysteine (Hcy) is an independent and serious risk factor for dementia, 
       including Alzheimer's disease (AD), but the precise mechanisms are still poorly 
       understood. In the current study, we observed that the permissive histone mark 
       trimethyl histone H3 lysine 4 (H3K4me3) and its methyltransferase KMT2B were 
       significantly elevated in hyperhomocysteinemia (HHcy) rats, with impairment of 
       synaptic plasticity and cognitive function. Further research found that histone 
       methylation inhibited synapse-associated protein expression, by suppressing 
       histone acetylation. Inhibiting H3K4me3 by downregulating KMT2B could effectively 
       restore Hcy-inhibited H3K14ace in N2a cells. Moreover, chromatin 
       immunoprecipitation revealed that Hcy-induced H3K4me3 resulted in ANP32A mRNA and 
       protein overexpression in the hippocampus, which was regulated by increased 
       transcription Factor c-fos and inhibited histone acetylation and 
       synapse-associated protein expression, and downregulating ANP32A could reverse 
       these changes in Hcy-treated N2a cells. Additionally, the knockdown of KMT2B 
       restored histone acetylation and synapse-associated proteins in Hcy-treated 
       primary hippocampal neurons. These data have revealed a novel crosstalk mechanism 
