DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id,relevance_score,similarity,Cited Number,impact_factor,cited_Normalized,impact_Normalized,final_score
10.1007/978-3-030-66014-7_9,Age-Related Macular Degeneration: From Epigenetics to Therapeutic Implications.,2021.0,"Aberrant regulation of epigenetic mechanisms, including the two most common        types; DNA methylation and histone modification have been implicated in common        chronic progressive conditions, including Alzheimer disease, cardiovascular        disease, and age-related macular degeneration (AMD). All these conditions are        complex, meaning that environmental factors, genetic factors, and their        interactions play a role in disease pathophysiology. Although genome wide        association studies (GWAS), and studies on twins demonstrate the        genetic/hereditary component to these complex diseases, including AMD, this        contribution is much less than 100%. Moreover, the contribution of the hereditary        component decreases in the advanced, later onset forms of these chronic diseases        including AMD. This underscores the need to elucidate how the genetic and        environmental factors function to exert their influence on disease        pathophysiology. By teasing out epigenetic mechanisms and how they exert their        influence on AMD, therapeutic targets can be tailored to prevent and/or slow down        disease progression. Epigenetic studies that incorporate well-characterized        patient tissue samples (including affected tissues and peripheral blood), similar        to those relevant to gene expression studies, along with genetic and        epidemiological information, can be the first step in developing appropriate        functional assays to validate findings and identify potential therapies.",0c5347e1a4c561b4ffd7b8c1d0f27ae213e93613,https://www.semanticscholar.org/paper/0c5347e1a4c561b4ffd7b8c1d0f27ae213e93613,33848004,,,False,Advances in experimental medicine and biology,121103,0.6130049228668213,0.18478260869565216,4,3.65,0.24528301886792453,0.1320754716981132,0.3144182939232129
10.3389/fcell.2023.1149132,The role of epigenetic methylation/demethylation in the regulation of retinal        photoreceptors.,2023.0,"Photoreceptors are integral and crucial for the retina, as they convert light        into electrical signals. Epigenetics plays a vital role in determining the        precise expression of genetic information in space and time during the        development and maturation of photoreceptors, cell differentiation, degeneration,        death, and various pathological processes. Epigenetic regulation has three main        manifestations: histone modification, DNA methylation, and RNA-based mechanisms,        where methylation is involved in two regulatory mechanisms-histone methylation        and DNA methylation. DNA methylation is the most studied form of epigenetic        modification, while histone methylation is a relatively stable regulatory        mechanism. Evidence suggests that normal methylation regulation is essential for        the growth and development of photoreceptors and the maintenance of their        functions, while abnormal methylation can lead to many pathological forms of        photoreceptors. However, the role of methylation/demethylation in regulating        retinal photoreceptors remains unclear. Therefore, this study aims to review the        role of methylation/demethylation in regulating photoreceptors in various        physiological and pathological situations and discuss the underlying mechanisms        involved. Given the critical role of epigenetic regulation in gene expression and        cellular differentiation, investigating the specific molecular mechanisms        underlying these processes in photoreceptors may provide valuable insights into        the pathogenesis of retinal diseases. Moreover, understanding these mechanisms        could lead to the development of novel therapies that target the epigenetic        machinery, thereby promoting the maintenance of retinal function throughout an        individual's lifespan.",3cb401e2978de68d1c3597f7c727d5b5cc278695,https://www.semanticscholar.org/paper/3cb401e2978de68d1c3597f7c727d5b5cc278695,37305686,PMC10251769,background,False,Frontiers in cell and developmental biology,101630250,0.5881797075271606,0.2803738317757009,2,6.081,0.1320754716981132,0.5660377358490566,0.393320426100504
10.1016/j.semcdb.2019.04.001,Epigenetics in neuronal regeneration.,2020.0,"Damage to neuronal tissues in mammals leads to permanent loss of tissue function        that can have major health consequences. While mammals have no inherent        regenerative capacity to functionally repair neuronal tissue, other species such        as amphibians and teleost fish readily replace damaged tissue. The exploration of        development and native regeneration can thus inform the process of inducing        regeneration in non-regenerative systems, which can be used to develop new        therapeutics. Increasing evidence points to an epigenetic component in the        regulation of the changes in cellular gene expression necessary for regeneration.        In this review, we compare evidence of epigenetic roles in development and        regeneration of neuronal tissue. We have focused on three key systems of        important clinical significance: the neural retina, the inner ear, and the spinal        cord in regenerative and non-regenerative species. While evidence for epigenetic        regulation of regeneration is still limited, changes in DNA accessibility,        histone acetylation and DNA methylation have all emerged as key elements in this        process. To date, most studies have used broadly acting experimental        manipulations to establish a role for epigenetics in regeneration, but the advent        of more targeted approaches to modify the epigenome will be critical to        dissecting the relative contributions of these regulatory factors in this process        and the development of methods to stimulate the regeneration in those organisms        like ourselves where only limited regeneration occurs in these neural systems.",f639739e1d25d28cd8539b355d7399c25c01b37f,https://www.semanticscholar.org/paper/f639739e1d25d28cd8539b355d7399c25c01b37f,30951894,PMC6952058,background,True,Seminars in cell & developmental biology,9607332,0.4892518222332001,0.21176470588235294,29,7.499,0.9056603773584906,0.7924528301886793,0.48619841015497667
10.3389/fncel.2023.1210279,"The role of epigenetic modifications in sensory hair cell development, survival,        and regulation.",2023.0,"The cochlea is the sensory organ in the periphery, and hair cells are its main        sensory cells. The development and survival of hair cells are highly controlled        processes. When cells face intracellular and environmental stimuli, epigenetic        regulation controls the structure and function of the genome in response to        different cell fates. During sensory hair cell development, different histone        modifications can induce normal numbers of functional hair cells to generate.        When individuals are exposed to environmental-related hair cell damage,        epigenetic modification also plays a significant role in the regulation of hair        cell fate. Since mammalian hair cells cannot regenerate, their loss can cause        permanent sensorineural hearing loss. Many breakthroughs have been achieved in        recent years in understanding the signaling pathways that determine hair cell        regeneration, and it is fascinating to note that epigenetic regulation plays a        significant role in hair cell regeneration. In this review, we discuss the role        of epigenetics in inner ear cell development, survival and regeneration and the        significant impact on hearing protection.",1cb44e47fab40d6d0c50ec73ff5a13dfae5e4310,https://www.semanticscholar.org/paper/1cb44e47fab40d6d0c50ec73ff5a13dfae5e4310,37388412,PMC10300351,,False,Frontiers in cellular neuroscience,101477935,0.4119977653026581,0.03076923076923077,1,6.147,0.05660377358490566,0.5849056603773585,0.23213343699282935
10.3390/ijms241511882,Effects of DNA Methylation on Gene Expression and Phenotypic Traits in Cattle: A        Review.,2023.0,"Gene expression in cells is determined by the epigenetic state of chromatin.        Therefore, the study of epigenetic changes is very important to understand the        regulatory mechanism of genes at the molecular, cellular, tissue and organ        levels. DNA methylation is one of the most studied epigenetic modifications,        which plays an important role in maintaining genome stability and ensuring normal        growth and development. Studies have shown that methylation levels in bovine        primordial germ cells, the rearrangement of methylation during embryonic        development and abnormal methylation during placental development are all closely        related to their reproductive processes. In addition, the application of bovine        male sterility and assisted reproductive technology is also related to DNA        methylation. This review introduces the principle, development of detection        methods and application conditions of DNA methylation, with emphasis on the        relationship between DNA methylation dynamics and bovine spermatogenesis,        embryonic development, disease resistance and muscle and fat development, in        order to provide theoretical basis for the application of DNA methylation in        cattle breeding in the future.",5d580ca252ced8d1815865f8fb11afb4f238ac57,https://www.semanticscholar.org/paper/5d580ca252ced8d1815865f8fb11afb4f238ac57,37569258,PMC10419045,,False,International journal of molecular sciences,101092791,0.4039194881916046,0.02027027027027027,8,6.208,0.5849056603773585,0.6037735849056604,0.3075858413580423
10.3389/fgene.2022.827274,The Potential Role of Epigenetic Mechanisms in the Development of Retinitis        Pigmentosa and Related Photoreceptor Dystrophies.,2022.0,"Retinitis pigmentosa and related photoreceptor dystrophies (RPRPD) are rare        retinal diseases caused by hereditary gene mutations resulting in photoreceptor        death, followed by vision loss. While numerous genes involved in these diseases        have been identified, many cases have still not been associated with any gene,        indicating that new mechanisms may be involved in the pathogenesis of these        photoreceptor dystrophies. Many genes associated with RPRPD regulate        photoreceptor specification and maturation in the developing retina. Since        retinal development begins with a population of equivalent, proliferating retinal        progenitor cells (RPCs) having a specific ""competence"" in generating all types of        retinal neurons, including cone and rod photoreceptors, we tested the epigenetic        changes in promoters of genes required for photoreceptor development and genes        associated with RPRPD during RPC differentiation into cone and rod        photoreceptors. We found that promoters of many of these genes are epigenetically        repressed in RPCs but have no epigenetic restrictions in photoreceptors. Our        findings also suggest that DNA methylation as an epigenetic mark, and DNA        demethylation as a process, are more important than other epigenetic marks or        mechanisms in the pathogenesis of these diseases. Most notably, irregularities in        the DNA demethylation process during the RPC-to-photoreceptor transition may        significantly contribute to retinitis pigmentosa (RP) pathogenesis since genes        with hypermethylated promoters in RPCs account for at least 40% of autosomal        recessive RP cases and at least 30% of autosomal dominant RP cases. Thus, we        proposed an epigenetic model according to which unsuccessful demethylation of        regulatory sequences (e.g., promoters, enhancers) of genes required for        photoreceptor development, maturation, and function during the        RPC-to-photoreceptor transition may reduce or even eliminate their activity,        leading to RPRPD without any inheritable mutations in these genes.",2ec00657da916fd05a2e6b39033e92864268e34d,https://www.semanticscholar.org/paper/2ec00657da916fd05a2e6b39033e92864268e34d,35360866,PMC8961674,,False,Frontiers in genetics,101560621,0.3434518277645111,0.0967741935483871,10,4.772,0.6981132075471698,0.2830188679245283,0.28891503706946287
10.1007/s12035-023-03213-1,Roles of Histone Acetyltransferases and Deacetylases in the Retinal Development        and Diseases.,2023.0,"The critical role of epigenetic modification of histones in maintaining the        normal function of the nervous system has attracted increasing attention. Among        these modifications, the level of histone acetylation, modulated by histone        acetyltransferases (HATs) and histone deacetylases (HDACs), is essential in        regulating gene expression. In recent years, the research progress on the        function of HDACs in retinal development and disease has advanced remarkably,        while that regarding HATs remains to be investigated. Here, we overview the roles        of HATs and HDACs in regulating the development of diverse retinal cells,        including retinal progenitor cells, photoreceptor cells, bipolar cells, ganglion        cells, and Müller glial cells. The effects of HATs and HDACs on the progression        of various retinal diseases are also discussed with the highlight of the        proof-of-concept research regarding the application of available HDAC inhibitors        in treating retinal diseases.",a22b4cded6be591339db829fc661dd5917cd1447,https://www.semanticscholar.org/paper/a22b4cded6be591339db829fc661dd5917cd1447,36637745,,background,False,Molecular neurobiology,8900963,0.3300391733646393,0.14285714285714285,4,5.682,0.2641509433962264,0.5283018867924528,0.2750225336805508
10.1186/s13148-022-01354-z,Genome-wide DNA methylation analysis of extreme phenotypes in the identification        of novel epigenetic modifications in diabetic retinopathy.,2022.0,"BACKGROUND: Aberrant epigenetic modifications such as DNA methylation may        contribute to the pathogenesis of DR. We aimed at elucidating the role of novel        DNA methylation modifications in diabetic retinopathy (DR) in patients with type        2 diabetes mellitus (T2DM) using an extreme phenotypic design. METHODS/RESULTS:        Two consecutive studies were conducted. A cross-sectional study using an extreme        phenotypic design was conducted to identify rare methylation modifications that        might contribute to DR pathogenesis. A 2-year longitudinal nested case-control        study was conducted to validate the results and assess whether these novel        methylation modifications could be used as biomarkers for predicting DR onset. A        large number of differentially methylated CpG sites were identified in the        cross-sectional study, and two (cg12869254 and cg04026387) corresponding to known        genes were replicated in the longitudinal study. Higher methylation of cg12869254        significantly correlated with macular RNFL thinning in the superior and nasal        subregions, and that of cg04026387 correlated with reduced deep capillary plexus        VD in the superior and inferior subregions after adjusting for covariates.        CONCLUSIONS: Cg12869254 and cg04026387 hypermethylation may complement the known        risk factors that contribute to the pathogenesis of DR and as novel biomarkers        for disease prediction.",7a4d4706e151a33cd25a3149cf9dd609d558c03e,https://www.semanticscholar.org/paper/7a4d4706e151a33cd25a3149cf9dd609d558c03e,36316758,PMC9623976,background,False,Clinical epigenetics,101516977,0.3087110221385956,0.0,4,7.259,0.2830188679245283,0.7735849056603774,0.25110387267931455
10.1002/path.6056,Loss of the crumbs cell polarity complex disrupts epigenetic transcriptional        control and cell cycle progression in the developing retina.,2023.0,"The crumbs cell polarity complex plays a crucial role in apical-basal epithelial        polarity, cellular adhesion, and morphogenesis. Homozygous variants in human CRB1        result in autosomal recessive Leber congenital amaurosis (LCA) and retinitis        pigmentosa (RP), with no established genotype-phenotype correlation. The        associated protein complexes have key functions in developmental pathways;        however, the underlying disease mechanism remains unclear. Using the oko        meduzy(m289/m289) (crb2a(-/-) ) zebrafish, we performed integrative        transcriptomic (RNA-seq data) and methylomic [reduced representation bisulphite        sequencing (RRBS)] analysis of whole retina to identify dysregulated genes and        pathways. Delayed retinal cell specification was identified in both the        crb2a(-/-) zebrafish and CRB1 patient-derived retinal organoids, highlighting the        dysfunction of cell cycle modulation and epigenetic transcriptional control.        Differential DNA methylation analysis revealed novel hypermethylated pathways        involving biological adhesion, Hippo, and transforming growth factor β (TGFβ)        signalling. By integrating gene expression with DNA methylation using functional        epigenetic modules (FEM), we identified six key modules involving cell cycle        control and disturbance of TGFβ, bone morphogenetic protein (BMP), Hippo, and        SMAD protein signal transduction pathways, revealing significant interactome        hotspots relevant to crb2a function and confirming the epigenetic control of gene        regulation in early retinal development, which points to a novel mechanism        underlying CRB1-retinopathies. © 2023 The Authors. The Journal of Pathology        published by John Wiley & Sons Ltd on behalf of The Pathological Society of Great        Britain and Ireland.",7fcd1c11ed706218867d75c2eb9a5ade8c8538f3,https://www.semanticscholar.org/paper/7fcd1c11ed706218867d75c2eb9a5ade8c8538f3,36656098,PMC10601974,,False,The Journal of pathology,204634,0.2719278931617737,0.014492753623188406,2,9.883,0.1509433962264151,0.9245283018867925,0.2486962241147886
10.1016/j.celrep.2020.107525,Genome-wide Profiling Identifies DNA Methylation Signatures of Aging in Rod        Photoreceptors Associated with Alterations in Energy Metabolism.,2020.0,"Aging-associated functional decline is accompanied by alterations in the        epigenome. To explore DNA modifications that could influence visual function with        age, we perform whole-genome bisulfite sequencing of purified mouse rod        photoreceptors at four ages and identify 2,054 differentially methylated regions        (DMRs). We detect many DMRs during early stages of aging and in rod regulatory        regions, and some of these cluster at chromosomal hotspots, especially on        chromosome 10, which includes a longevity interactome. Integration of methylome        to age-related transcriptome changes, chromatin signatures, and first-order        protein-protein interactions uncover an enrichment of DMRs in altered        pathways that are associated with rod function, aging, and energy metabolism. In        concordance, we detect reduced basal mitochondrial respiration and increased        fatty acid dependency with retinal age in ex vivo assays. Our study reveals        age-dependent genomic and chromatin features susceptible to DNA methylation        changes in rod photoreceptors and identifies a link between DNA methylation and        energy metabolism in aging.",ffb0eecae88bfcfb5368b0202b0ef1675aa33808,https://www.semanticscholar.org/paper/ffb0eecae88bfcfb5368b0202b0ef1675aa33808,32320661,PMC7228806,background,False,Cell reports,101573691,0.25349122285842896,0.25555555555555554,19,9.995,0.8301886792452831,0.9433962264150944,0.4443073249288074
