DOI,Title,year,Abstract,Semantic Scholar ID,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id,relevance_score,similarity,Cited Number,impact_factor,cited_Normalized,impact_Normalized,final_score
10.1186/s40246-023-00522-3,The application of long-read sequencing in clinical settings.,2023.0,"Long-read DNA sequencing technologies have been rapidly evolving in recent years,        and their ability to assess large and complex regions of the genome makes them        ideal for clinical applications in molecular diagnosis and therapy selection,        thereby providing a valuable tool for precision medicine. In the third-generation        sequencing duopoly, Oxford Nanopore Technologies and Pacific Biosciences work        towards increasing the accuracy, throughput, and portability of long-read        sequencing methods while trying to keep costs low. These trades have made        long-read sequencing an attractive tool for use in research and clinical        settings. This article provides an overview of current clinical applications and        limitations of long-read sequencing and explores its potential for point-of-care        testing and health care in remote settings.",bd7bce6ac08891611250c7971aacd87815c88c41,https://www.semanticscholar.org/paper/bd7bce6ac08891611250c7971aacd87815c88c41,37553611,PMC10410870,background,False,Human genomics,101202210,0.6956482529640198,0.056179775280898875,16,6.481,0.7236180904522613,0.7135678391959799,0.44674427544880163
10.1128/AEM.00626-21,Perspectives and Benefits of High-Throughput Long-Read Sequencing in Microbial        Ecology.,2021.0,"Short-read, high-throughput sequencing (HTS) methods have yielded numerous        important insights into microbial ecology and function. Yet, in many instances        short-read HTS techniques are suboptimal, for example, by providing insufficient        phylogenetic resolution or low integrity of assembled genomes. Single-molecule        and synthetic long-read (SLR) HTS methods have successfully ameliorated these        limitations. In addition, nanopore sequencing has generated a number of unique        analysis opportunities, such as rapid molecular diagnostics and direct RNA        sequencing, and both Pacific Biosciences (PacBio) and nanopore sequencing support        detection of epigenetic modifications. Although initially suffering from        relatively low sequence quality, recent advances have greatly improved the        accuracy of long-read sequencing technologies. In spite of great technological        progress in recent years, the long-read HTS methods (PacBio and nanopore        sequencing) are still relatively costly, require large amounts of high-quality        starting material, and commonly need specific solutions in various analysis        steps. Despite these challenges, long-read sequencing technologies offer        high-quality, cutting-edge alternatives for testing hypotheses about microbiome        structure and functioning as well as assembly of eukaryote genomes from complex        environmental DNA samples.",9b17621b186b33ff6d000d446435de66a5edd322,https://www.semanticscholar.org/paper/9b17621b186b33ff6d000d446435de66a5edd322,34132589,PMC8357291,background,False,Applied and environmental microbiology,7605801,0.6827852725982666,0.10588235294117647,73,5.005,0.9346733668341709,0.5276381909547738,0.46653525662429224
10.1002/humu.24465,Long-read sequencing for molecular diagnostics in constitutional genetic        disorders.,2022.0,"Long-read sequencing (LRS) has been around for more than a decade, but widespread        adoption of the technology has been slow due to the perceived high error rates        and high sequencing cost. This is changing due to the recent advancements to        produce highly accurate sequences and the reducing costs. LRS promises        significant improvement over short read sequencing in four major areas: (1)        better detection of structural variation (2) better resolution of highly        repetitive or nonunique regions (3) accurate long-range haplotype phasing and (4)        the detection of base modifications natively from the sequencing data. Several        successful applications of LRS have demonstrated its ability to resolve molecular        diagnoses where short-read sequencing fails to identify a cause. However, the        argument for increased diagnostic yield from LRS remains to be validated. Larger        cohort studies may be required to establish the realistic boundaries of LRS's        clinical utility and analytical validity, as well as the development of standards        for clinical applications. We discuss the limitations of the current standard of        care, and contrast with the applications and advantages of two major LRS        platforms, PacBio and Oxford Nanopore, for molecular diagnostics of        constitutional disorders, and present a critical argument about the potential of        LRS in diagnostic settings.",8eb16c3f0ff6cce26c58e1072a108935fcf7f8ed,https://www.semanticscholar.org/paper/8eb16c3f0ff6cce26c58e1072a108935fcf7f8ed,36086952,PMC9561063,,False,Human mutation,9215429,0.648800253868103,0.0625,13,4.7,0.678391959798995,0.40703517587939697,0.38245414651218973
10.1093/g3journal/jkab083,Comparison of long-read sequencing technologies in interrogating bacteria and fly        genomes.,2021.0,"The newest generation of DNA sequencing technology is highlighted by the ability        to generate sequence reads hundreds of kilobases in length. Pacific Biosciences        (PacBio) and Oxford Nanopore Technologies (ONT) have pioneered competitive long        read platforms, with more recent work focused on improving sequencing throughput        and per-base accuracy. We used whole-genome sequencing data produced by three        PacBio protocols (Sequel II CLR, Sequel II HiFi, RS II) and two ONT protocols        (Rapid Sequencing and Ligation Sequencing) to compare assemblies of the bacteria        Escherichia coli and the fruit fly Drosophila ananassae. In both organisms        tested, Sequel II assemblies had the highest consensus accuracy, even after        accounting for differences in sequencing throughput. ONT and PacBio CLR had the        longest reads sequenced compared to PacBio RS II and HiFi, and genome contiguity        was highest when assembling these datasets. ONT Rapid Sequencing libraries had        the fewest chimeric reads in addition to superior quantification of E. coli        plasmids versus ligation-based libraries. The quality of assemblies can be        enhanced by adopting hybrid approaches using Illumina libraries for bacterial        genome assembly or polishing eukaryotic genome assemblies, and an ONT-Illumina        hybrid approach would be more cost-effective for many users. Genome-wide DNA        methylation could be detected using both technologies, however ONT libraries        enabled the identification of a broader range of known E. coli methyltransferase        recognition motifs in addition to undocumented D. ananassae motifs. The ideal        choice of long read technology may depend on several factors including the        question or hypothesis under examination. No single technology outperformed        others in all metrics examined.",50ed30b3e0654cbfc0a1537e887763375502b820,https://www.semanticscholar.org/paper/50ed30b3e0654cbfc0a1537e887763375502b820,33768248,PMC8495745,methodology,False,"G3 (Bethesda, Md.)",101566598,0.5980774760246277,0.13829787234042554,23,3.542,0.8090452261306532,0.2814070351758794,0.39831023093953843
10.3389/fgene.2022.1114542,"Editorial: Long-read sequencing-Pitfalls, benefits and success stories.",2023.0,,4f2a12daa8dda0e83f8d04103814bff012051255,https://www.semanticscholar.org/paper/4f2a12daa8dda0e83f8d04103814bff012051255,36685894,PMC9845275,background,False,Frontiers in genetics,101560621,0.5573635101318359,0.0,1,4.772,0.1306532663316583,0.41708542713567837,0.24936985705965126
10.3389/fgene.2024.1374860,Long read sequencing on its way to the routine diagnostics of genetic diseases.,2024.0,"The clinical application of technological progress in the identification of DNA        alterations has always led to improvements of diagnostic yields in genetic        medicine. At chromosome side, from cytogenetic techniques evaluating number and        gross structural defects to genomic microarrays detecting cryptic copy number        variants, and at molecular level, from Sanger method studying the nucleotide        sequence of single genes to the high-throughput next-generation sequencing (NGS)        technologies, resolution and sensitivity progressively increased expanding        considerably the range of detectable DNA anomalies and alongside of Mendelian        disorders with known genetic causes. However, particular genomic regions (i.e.,        repetitive and GC-rich sequences) are inefficiently analyzed by standard genetic        tests, still relying on laborious, time-consuming and low-sensitive approaches        (i.e., southern-blot for repeat expansion or long-PCR for genes with highly        homologous pseudogenes), accounting for at least part of the patients with        undiagnosed genetic disorders. Third generation sequencing, generating long reads        with improved mappability, is more suitable for the detection of structural        alterations and defects in hardly accessible genomic regions. Although recently        implemented and not yet clinically available, long read sequencing (LRS)        technologies have already shown their potential in genetic medicine research that        might greatly impact on diagnostic yield and reporting times, through their        translation to clinical settings. The main investigated LRS application concerns        the identification of structural variants and repeat expansions, probably because        techniques for their detection have not evolved as rapidly as those dedicated to        single nucleotide variants (SNV) identification: gold standard analyses are        karyotyping and microarrays for balanced and unbalanced chromosome        rearrangements, respectively, and southern blot and repeat-primed PCR for the        amplification and sizing of expanded alleles, impaired by limited resolution and        sensitivity that have not been significantly improved by the advent of NGS.        Nevertheless, more recently, with the increased accuracy provided by the latest        product releases, LRS has been tested also for SNV detection, especially in genes        with highly homologous pseudogenes and for haplotype reconstruction to assess the        parental origin of alleles with de novo pathogenic variants. We provide a review        of relevant recent scientific papers exploring LRS potential in the diagnosis of        genetic diseases and its potential future applications in routine genetic        testing.",a6ba1fe924f5a8b547b145f8e62b542335197675,https://www.semanticscholar.org/paper/a6ba1fe924f5a8b547b145f8e62b542335197675,38510277,PMC10951082,background,False,Frontiers in genetics,101560621,0.5538370609283447,0.04477611940298507,3,4.772,0.2964824120603015,0.4221105527638191,0.29185051076331553
10.1186/s12864-020-07123-7,Illuminating the dark side of the human transcriptome with long read transcript        sequencing.,2020.0,"BACKGROUND: The human transcriptome annotation is regarded as one of the most        complete of any eukaryotic species. However, limitations in sequencing        technologies have biased the annotation toward multi-exonic protein coding genes.        Accurate high-throughput long read transcript sequencing can now provide        additional evidence for rare transcripts and genes such as mono-exonic and        non-coding genes that were previously either undetectable or impossible to        differentiate from sequencing noise. RESULTS: We developed the Transcriptome        Annotation by Modular Algorithms (TAMA) software to leverage the power of long        read transcript sequencing and address the issues with current data processing        pipelines. TAMA achieved high sensitivity and precision for gene and transcript        model predictions in both reference guided and unguided approaches in our        benchmark tests using simulated Pacific Biosciences (PacBio) and Nanopore        sequencing data and real PacBio datasets. By analyzing PacBio Sequel II Iso-Seq        sequencing data of the Universal Human Reference RNA (UHRR) using TAMA and other        commonly used tools, we found that the convention of using alignment identity to        measure error correction performance does not reflect actual gain in accuracy of        predicted transcript models. In addition, inter-read error correction can cause        major changes to read mapping, resulting in potentially over 6 K erroneous gene        model predictions in the Iso-Seq based human genome annotation. Using TAMA's        genome assembly based error correction and gene feature evidence, we predicted        2566 putative novel non-coding genes and 1557 putative novel protein coding gene        models. CONCLUSIONS: Long read transcript sequencing data has the power to        identify novel genes within the highly annotated human genome. The use of        parameter tuning and extensive output information of the TAMA software package        allows for in depth exploration of eukaryotic transcriptomes. We have found long        read data based evidence for thousands of unannotated genes within the human        genome. More development in sequencing library preparation and data processing        are required for differentiating sequencing noise from real genes in long read        RNA sequencing data.",8569b841a46a0fd1a4b6cb0b187ae003782d00bc,https://www.semanticscholar.org/paper/8569b841a46a0fd1a4b6cb0b187ae003782d00bc,33126848,PMC7596999,methodology,False,BMC genomics,100965258,0.5426512360572815,0.14,82,4.547,0.9597989949748744,0.34673366834170855,0.4147752703146719
10.3390/life12010030,Third-Generation Sequencing: The Spearhead towards the Radical Transformation of        Modern Genomics.,2021.0,"Although next-generation sequencing (NGS) technology revolutionized sequencing,        offering a tremendous sequencing capacity with groundbreaking depth and accuracy,        it continues to demonstrate serious limitations. In the early 2010s, the        introduction of a novel set of sequencing methodologies, presented by two        platforms, Pacific Biosciences (PacBio) and Oxford Nanopore Sequencing (ONT),        gave birth to third-generation sequencing (TGS). The innovative long-read        technologies turn genome sequencing into an ease-of-handle procedure by greatly        reducing the average time of library construction workflows and simplifying the        process of de novo genome assembly due to the generation of long reads. Long        sequencing reads produced by both TGS methodologies have already facilitated the        decipherment of transcriptional profiling since they enable the identification of        full-length transcripts without the need for assembly or the use of sophisticated        bioinformatics tools. Long-read technologies have also provided new insights into        the field of epitranscriptomics, by allowing the direct detection of RNA        modifications on native RNA molecules. This review highlights the advantageous        features of the newly introduced TGS technologies, discusses their limitations        and provides an in-depth comparison regarding their scientific background and        available protocols as well as their potential utility in research and clinical        applications.",081d61b5fd1f8be68713ad0bf08c037c6b97576f,https://www.semanticscholar.org/paper/081d61b5fd1f8be68713ad0bf08c037c6b97576f,35054423,PMC8780579,"background,methodology",False,"Life (Basel, Switzerland)",101580444,0.5353413224220276,0.16101694915254236,83,3.251,0.964824120603015,0.21608040201005024,0.40214485477958506
10.1101/2023.07.26.550536,Challenges in identifying mRNA transcript starts and ends from long-read        sequencing data.,2023.0,"Long-read sequencing (LRS) technologies have the potential to revolutionize        scientific discoveries in RNA biology, especially by enabling the comprehensive        identification and quantification of full length mRNA isoforms. However,        inherently high error rates make the analysis of long-read sequencing data        challenging. While these error rates have been characterized for sequence and        splice site identification, it is still unclear how accurately LRS reads        represent transcript start and end sites. Here, we systematically assess the        variability and accuracy of mRNA terminal ends identified by LRS reads across        multiple sequencing platforms. We find substantial inconsistencies in both the        start and end coordinates of LRS reads spanning a gene, such that LRS reads often        fail to accurately recapitulate annotated or empirically derived terminal ends of        mRNA molecules. To address this challenge, we introduce an approach to condition        reads based on empirically derived terminal ends and identified a subset of reads        that are more likely to represent full-length transcripts. Our approach can        improve transcriptome analyses by enhancing the fidelity of transcript terminal        end identification, but may result in lower power to quantify genes or discover        novel isoforms. Thus, it is necessary to be cautious when selecting sequencing        approaches and/or interpreting data from long-read RNA sequencing.",0cd6cb6bf05ea8d666f719895a0dd4122d06b8e3,https://www.semanticscholar.org/paper/0cd6cb6bf05ea8d666f719895a0dd4122d06b8e3,37546743,PMC10402045,methodology,False,bioRxiv : the preprint server for biology,101680187,0.5308141708374023,0.16666666666666666,6,0.0,0.49246231155778897,0.0,0.2997802646515557
10.1016/j.csbj.2021.07.030,Application of long-read sequencing to the detection of structural variants in        human cancer genomes.,2021.0,"In recent years, the so-called long-read sequencing technology has had a        substantial impact on various aspects of genome sciences. Here, we introduce        recent studies of cancerous structural variants (SVs) using long-read sequencing        technologies, namely Pacific Biosciences (PacBio) sequencers, Oxford Nanopore        Technologies (ONT) sequencers, and linked-read methods. By taking advantage of        long-read lengths, these technologies have enabled the precise detection of SVs,        including long insertions by transposable elements, such as LINE-1. In addition        to SV detection, the epigenome status (including DNA methylation and haplotype        information) surrounding SV loci has also been unveiled by long-read sequencing        technologies, to identify the effects of SVs. Among the various research fields        in which long-read sequencing has been applied, cancer genomics has shown the        most remarkable advances. In fact, many studies are beginning to shed light on        the detection of SVs and the elucidation of their complex structures in various        types of cancer. In the particular case of cancers, we summarize the technical        limitations of the application of this technology to the analysis of clinical        samples. We will introduce recent achievements from this viewpoint. However, a        similar approach will be started for other applications in the near future.        Therefore, by complementing the current short-read sequencing analysis, long-read        sequencing should reveal the complex nature of human genomes in their healthy and        disease states, which will open a new opportunity for a better understanding of        disease development and for a novel strategy for drug development.",09806deb2164c50f3729fb846d4fd73921b862ca,https://www.semanticscholar.org/paper/09806deb2164c50f3729fb846d4fd73921b862ca,34527193,PMC8350331,,False,Computational and structural biotechnology journal,101585369,0.4989957809448242,0.1368421052631579,26,6.155,0.8341708542713567,0.6532663316582915,0.4275511542781577
