DOI,Title,Year,Semantic Scholar ID,URL,Intent,isInfluential
10.1101/2024.05.28.596158,Competition effects regulating the composition of the microRNA pool,2024,2c2bb9bff4c510ebc55d569c806400ca1017581c,https://www.semanticscholar.org/paper/2c2bb9bff4c510ebc55d569c806400ca1017581c,background,False
10.1002/wrna.1847,Noncoding RNAs: Emerging regulators of behavioral complexity.,2024,d3b7aca570b0a61838028d7743ae5e7a08407d47,https://www.semanticscholar.org/paper/d3b7aca570b0a61838028d7743ae5e7a08407d47,,False
10.1002/advs.202306630,AFM Imaging Reveals MicroRNA‐132 to be a Positive Regulator of Synaptic Functions,2024,7cb22153e16bb0b24b651c1c61c9035881c79666,https://www.semanticscholar.org/paper/7cb22153e16bb0b24b651c1c61c9035881c79666,,False
10.3390/ijms25052866,Clinical Insights into MicroRNAs in Depression: Bridging Molecular Discoveries and Therapeutic Potential,2024,2e535da16c9c23d560e520fa4432691cd9e0b4d1,https://www.semanticscholar.org/paper/2e535da16c9c23d560e520fa4432691cd9e0b4d1,background,False
10.1038/s41598-024-53484-4,An essential role for the RNA helicase DDX6 in NMDA receptor-dependent gene silencing and dendritic spine shrinkage,2024,d63855319b95fa4d03cc7eb84c6b5600eb60679b,https://www.semanticscholar.org/paper/d63855319b95fa4d03cc7eb84c6b5600eb60679b,,False
10.1021/acsami.3c16839,"Smart Nanoscale Extracellular Vesicles in the Brain: Unveiling their Biology, Diagnostic Potential, and Therapeutic Applications.",2024,949acc850cabdacdf894f634b1b86653c2fce326,https://www.semanticscholar.org/paper/949acc850cabdacdf894f634b1b86653c2fce326,,False
10.1007/s00221-023-06739-x,MiR-181a-5p knockdown ameliorates sevoflurane anesthesia-induced neuron injury via regulation of the DDX3X/Wnt/β-catenin signaling axis.,2024,028cf789fef4caa08eac99458552cb2e0dff52d1,https://www.semanticscholar.org/paper/028cf789fef4caa08eac99458552cb2e0dff52d1,,False
10.1016/j.prp.2023.155085,Unveiling the regulatory role of miRNAs in stroke pathophysiology and diagnosis.,2024,a1a7aa312569f03bb5b59aa76d8d40a9d04b6f5d,https://www.semanticscholar.org/paper/a1a7aa312569f03bb5b59aa76d8d40a9d04b6f5d,,False
10.1007/s12035-023-03791-0,Lowering Hippocampal miR-29a Expression Slows Cognitive Decline and Reduces Beta-Amyloid Deposition in 5×FAD Mice,2023,fb69ca5a780a927f3850e73096fa9f58e89042a3,https://www.semanticscholar.org/paper/fb69ca5a780a927f3850e73096fa9f58e89042a3,background,False
10.1016/j.arr.2023.102123,Factors affecting the GABAergic synapse function in Alzheimer’s disease: Focus on microRNAs,2023,aa7441035f44f5207c388359aa77825fb4540b91,https://www.semanticscholar.org/paper/aa7441035f44f5207c388359aa77825fb4540b91,,False
10.1186/s12964-023-01330-x,Cellular signaling modulated by miRNA-3652 in ovarian cancer: unveiling mechanistic pathways for future therapeutic strategies,2023,74f5a18f37e4b067720cf3c376c32ffe8fcfbd2b,https://www.semanticscholar.org/paper/74f5a18f37e4b067720cf3c376c32ffe8fcfbd2b,background,False
10.1007/s12031-023-02157-4,Age-Dependent Regulation of Dendritic Spine Density and Protein Expression in Mir324 KO Mice,2023,82552481da7f550ecd018c6f0e1496b61d8fa29d,https://www.semanticscholar.org/paper/82552481da7f550ecd018c6f0e1496b61d8fa29d,background,False
