arxivId,Title,Year,Semantic Scholar ID,URL
,MiR-205 Dysregulations in Breast Cancer: The Complexity and Opportunities,2019,a3dc8f354deaf421f3ba685afaaaa7e7e7947ab7,https://www.semanticscholar.org/paper/a3dc8f354deaf421f3ba685afaaaa7e7e7947ab7
,Generative Multi-View Human Action Recognition,2019,ae79d06b12cef96868a6aaee3c8a8115cc957f80,https://www.semanticscholar.org/paper/ae79d06b12cef96868a6aaee3c8a8115cc957f80
1908.02441,Symmetric Graph Convolutional Autoencoder for Unsupervised Graph Representation Learning,2019,5f95f0834932d7046d061b854a3114cd3255200f,https://www.semanticscholar.org/paper/5f95f0834932d7046d061b854a3114cd3255200f
2007.16002,Graph Convolutional Networks using Heat Kernel for Semi-supervised Learning,2019,914e6698bf41b17eeb49f6b90a43c107b1c9a380,https://www.semanticscholar.org/paper/914e6698bf41b17eeb49f6b90a43c107b1c9a380
,Multi-omics integration - a comparison of unsupervised clustering methodologies,2019,7a3191f86b13656e03baa9616efd90e21b1ced5e,https://www.semanticscholar.org/paper/7a3191f86b13656e03baa9616efd90e21b1ced5e
,Amyloid beta-mediated KIF5A deficiency disrupts anterograde axonal mitochondrial movement,2019,bd31b8bb7d1b7e4482ac9801c32d9dd2e0807052,https://www.semanticscholar.org/paper/bd31b8bb7d1b7e4482ac9801c32d9dd2e0807052
,Apelin/APJ system: A novel promising target for neurodegenerative diseases,2019,315cd60ecbe1b6f61ec17f44f236e5d8c93b7761,https://www.semanticscholar.org/paper/315cd60ecbe1b6f61ec17f44f236e5d8c93b7761
,FABP7 is a key metabolic regulator in HER2+ breast cancer brain metastasis,2019,e81aa22be5a009c1ac1f0ccff6453963cc843ad7,https://www.semanticscholar.org/paper/e81aa22be5a009c1ac1f0ccff6453963cc843ad7
,Apelin-13 Suppresses Neuroinflammation Against Cognitive Deficit in a Streptozotocin-Induced Rat Model of Alzheimer’s Disease Through Activation of BDNF-TrkB Signaling Pathway,2019,0031b2939bf520f5c5566485cfb733a50a923de5,https://www.semanticscholar.org/paper/0031b2939bf520f5c5566485cfb733a50a923de5
,Novel methods for integration and visualization of genomics and genetics data in Alzheimer's disease,2019,74cbf8988b382b3479f5c3373719edee39b07866,https://www.semanticscholar.org/paper/74cbf8988b382b3479f5c3373719edee39b07866
,SALMON: Survival Analysis Learning With Multi-Omics Neural Networks on Breast Cancer,2019,ebeede5aef2511d20bde1ca2e1f647452e77eeb9,https://www.semanticscholar.org/paper/ebeede5aef2511d20bde1ca2e1f647452e77eeb9
,Group Lasso Regularized Deep Learning for Cancer Prognosis from Multi-Omics and Clinical Features,2019,57920ec50ecd242253eb00d35453f29ce302be37,https://www.semanticscholar.org/paper/57920ec50ecd242253eb00d35453f29ce302be37
