Title,Abstract,PMID,PMCID,DOI,Cited Number,journal_title,Journal_id,impact_factor,relevance_score,cited_Normalized,impact_Normalized,final_score
Stochastics of Cellular Differentiation Explained by Epigenetics: The Case of T-Cell Differentiation and Functional Plasticity,"Epigenetic marks including histone modifications and DNA methylation are associated with the regulation of gene expression and activity. In addition, an increasing number of non-coding RNAs with regulatory activity on gene expression have been identified. Alongside, technological advancements allow for the analysis of these mechanisms with high resolution up to the single-cell level. For instance, the assay for transposase-accessible chromatin using sequencing (ATAC-seq) simultaneously probes for chromatin accessibility and nucleosome positioning. Thus, it provides information on two levels of epigenetic regulation. Development and differentiation of T cells into functional subset cells including memory T cells are dynamic processes driven by environmental signals. Here, we briefly review the current knowledge of how epigenetic regulation contributes to subset specification, differentiation and memory development in T cells. Specifically, we focus on epigenetic mechanisms differentially active in the two distinct T cell populations expressing Î±Î² or Î³Î´ T cell receptors. We also discuss examples of epigenetic alterations of T cells in autoimmune diseases. DNA methylation and histone acetylation are subject to modification by several classes of 'epigenetic modifiers', some of which are in clinical use or in preclinical development. Therefore, we address the impact of some epigenetic modifiers on T-cell activation and differentiation, and discuss possible synergies with T cell-based immunotherapeutic strategies.",28799233,,10.1111/sji.12589,3,Scandinavian journal of immunology,323767,3.889,0.8590735793113708,0.1939799331103679,0.27424749163879597,0.6090896325366553
Molecular Mechanisms of Epigenetic Regulators as Activatable Targets in Cancer Theranostics,"Epigenetics is defined as somatically inheritable changes that are not accompanied by alterations in DNA sequence. Epigenetics encompasses DNA methylation, covalent histone modifications, non-coding RNA as well as nucleosome remodeling. Notably, abnormal epigenetic changes play a critical role in cancer development including malignant transformation, metastasis, prognosis, drug resistance and tumor recurrence, which can provide effective targets for cancer prognosis, diagnosis and therapy. Understanding these changes provide effective means for cancer diagnosis and druggable targets for better clinical applications. Histone modifications and related enzymes have been found to correlate well with cancer incidence and prognosis in recent years. Dysregulated expression or mutation of histone modification enzymes and histone modification status abnormalities have been considered to play essential roles in tumorigenesis and clinical outcomes of cancer treatment. Some of the histone modification inhibitors have been extensively employed in clinical practice and many others are still under laboratory research or pre-clinical assessment. Here we summarize the important roles of epigenetics, especially histone modifications in cancer diagnostics and therapeutics, and also discuss the developmental implications of activatable epigenetic targets in cancer theranostics.",28933282,,10.2174/0929867324666170921101947,8,Current medicinal chemistry,9440157,4.74,0.8455602526664734,0.4280936454849498,0.4414715719063545,0.681249195078145
Epigenetic alterations in cancer,"Genetic and epigenetic modifications in DNA contribute to altered gene expression in aging and cancer. In human cancers, epigenetic changes such as DNA methylation, histone modifications, micro RNAs and nucleosome remodelling all control gene expression. The link between the genetics and epigenetics in cancer is further shown by existence of aberrant metabolism and biochemical pathways in cancer or mutation in genes that are epigenetic players. Reversal of these epigenetic changes has been clearly shown to have therapeutic value in various forms of lymphoma and preleukemia and similar results are appearing for the treatment of solid tumors. In this review, we discuss the functional effects of epigenetic changes inducible by hypoxia, the epigenetic alterations in cancer and how they contribute to tumor progression and their relevance to epigenetic therapy.",32114424,,10.2741/4847,65,Frontiers in bioscience (Landmark edition),101612996,3.115,0.8357518315315247,0.919732441471572,0.15719063545150502,0.7168357143035302
Role of the N6-methyladenosine RNA mark in gene regulation and its implications on development and disease,"Epigenetics is a field that encompasses chemical modifications of DNA and histone proteins, both of which alter gene expression without changing the underlying nucleotide sequence. DNA methylation and modifications of histone tails have been studied in detail and are now known to be global gene regulatory mechanisms. An analogous post-transcriptional modification is chemical modification of specific nucleotides in RNA. Study of RNA modifications is a nascent field as yet, and the significance of these marks in controlling cell growth and differentiation is just beginning to be appreciated. The addition of a methyl group to adenosine (N-methyl-6-adenosine) or m6A is the most abundant modification in mammalian mRNAs. Though identified four decades ago, interest in this particular modification was set off by the discovery that the obesity gene FTO was an RNA demethylase. Since then, many studies have investigated m6A modification in different species. In this review, we summarize the current literature and hypotheses about the presence and function of this ubiquitous RNA modification in mammals, viruses, yeast and plants in terms of the consensus sequence and the methyltransferase/demethylation machinery identified thus far. We discuss its potential role in regulating molecular and physiological processes in each of these organisms, especially its role in RNA splicing, RNA degradation and development. We also enlist the methodologies developed so far, both locus-specific and transcriptome-wide, to study this modification. Lastly, we discuss whether m6A alterations have consequences on modulating disease aetiology, and speculate about its potential role in cancer.",25305461,,10.1093/bfgp/elu039,42,Briefings in functional genomics,101528229,4.84,0.8125700354576111,0.8528428093645485,0.46153846153846156,0.7504182754551687
"Epigenetics and epigenomics: underlying mechanisms, relevance, and implications in crop improvement","Epigenetics is defined as changes in gene expression that are not associated with changes in DNA sequence but due to the result of methylation of DNA and post-translational modifications to the histones. These epigenetic modifications are known to regulate gene expression by bringing changes in the chromatin state, which underlies plant development and shapes phenotypic plasticity in responses to the environment and internal cues. This review articulates the role of histone modifications and DNA methylation in modulating biotic and abiotic stresses, as well as crop improvement. It also highlights the possibility of engineering epigenomes and epigenome-based predictive models for improving agronomic traits.",33089419,,10.1007/s10142-020-00756-7,14,Functional & integrative genomics,100939343,3.674,0.7908535599708557,0.6187290969899666,0.25418060200668896,0.6490940757818444
"Potential Role of DNA Methylation as a Driver of Plastic Responses to the Environment Across Cells, Organisms, and Populations","There is great interest in exploring epigenetic modifications as drivers of adaptive organismal responses to environmental change. Extending this hypothesis to populations, epigenetically driven plasticity could influence phenotypic changes across environments. The canonical model posits that epigenetic modifications alter gene regulation and subsequently impact phenotypes. We first discuss origins of epigenetic variation in nature, which may arise from genetic variation, spontaneous epimutations, epigenetic drift, or variation in epigenetic capacitors. We then review and synthesize literature addressing three facets of the aforementioned model: (i) causal effects of epigenetic modifications on phenotypic plasticity at the organismal level, (ii) divergence of epigenetic patterns in natural populations distributed across environmental gradients, and (iii) the relationship between environmentally induced epigenetic changes and gene expression at the molecular level. We focus on DNA methylation, the most extensively studied epigenetic modification. We find support for environmentally associated epigenetic structure in populations and selection on stable epigenetic variants, and that inhibition of epigenetic enzymes frequently bears causal effects on plasticity. However, there are pervasive confounding issues in the literature. Effects of chromatin-modifying enzymes on phenotype may be independent of epigenetic marks, alternatively resulting from functions and protein interactions extrinsic of epigenetics. Associations between environmentally induced changes in DNA methylation and expression are strong in plants and mammals but notably absent in invertebrates and nonmammalian vertebrates. Given these challenges, we describe emerging approaches to better investigate how epigenetic modifications affect gene regulation, phenotypic plasticity, and divergence among populations.",38324384,PMC10899001,10.1093/gbe/evae022,0,Genome biology and evolution,101509707,4.065,0.786786675453186,0.0,0.3010033444816054,0.5322726741682328
Epigenomic alterations in cancer: mechanisms and therapeutic potential,"The human cell requires ways to specify its transcriptome without altering the essential sequence of DNA; this is achieved through mechanisms which govern the epigenetic state of DNA and epitranscriptomic state of RNA. These alterations can be found as modified histone proteins, cytosine DNA methylation, non-coding RNAs, and mRNA modifications, such as N6-methyladenosine (m6A). The different aspects of epigenomic and epitranscriptomic modifications require protein complexes to write, read, and erase these chemical alterations. Reflecting these important roles, many of these reader/writer/eraser proteins are either frequently mutated or differentially expressed in cancer. The disruption of epigenetic regulation in the cell can both contribute to cancer initiation and progression, and increase the likelihood of developing resistance to chemotherapies. Development of therapeutics to target proteins involved in epigenomic/epitranscriptomic modifications has been intensive, but further refinement is necessary to achieve ideal treatment outcomes without too many off-target effects for cancer patients. Therefore, further integration of clinical outcomes combined with large-scale genomic analyses is imperative for furthering understanding of epigenomic mechanisms in cancer.",35383835,,10.1042/CS20210449,4,"Clinical science (London, England : 1979)",7905731,6.876,0.7851439118385315,0.25418060200668896,0.6822742474916388,0.6583773170027845
Epigenetic modifications of gene expression by lifestyle and environment,"Epigenetics oftenly described as the heritable changes in gene expression independent of changes in DNA sequence. Various environmental factors such as nutrition-dietary components, lifestyle, exercise, physical activity, toxins, and other contributing factors remodel the genome either in a constructive or detrimental way. Since epigenetic changes are reversible and nutrition is one of the many epigenetic regulators that modify gene expression without changing the DNA sequence, dietary nutrients and bioactive food components contribute to epigenetic phenomena either by directly suppressing DNA methylation or histone catalyzing enzymes or by changing the availability of substrates required for enzymatic reactions. Diets that contain catechol-dominant polyphenols are reported to suppress enzyme activity and activate epigenetically silenced genes. Furthermore, several dietary nutrients play a crucial role in one-carbon metabolism including folate, cobalamin, riboflavin, pyridoxine, and methionine by directly affecting S-adenosyl-L-methionine. Soy polyphenols block DNA methyltransferases and histone deacetylases to reverse aberrant CpG island methylation. Organosulfur rich compounds such as the sulforaphane found in broccoli appear to normalize DNA methylation and activate miR-140 expression, which represses SOX9 and ALDH1 and decreases tumor growth. The purpose of this short communication is to overview the epigenetic regulatory mechanisms of diet and other environmental factors. We discuss the epigenetic contributions of dietary components with a particular focus on nutritional polyphenols and flavonoids as epigenetic mediators that modify epigenetic tags and control gene expression. These mechanisms provide new insights to better understand the influence of dietary nutrients on epigenetic modifications and gene expression.",29043603,,10.1007/s12272-017-0973-3,44,Archives of pharmacal research,8000036,6.01,0.7818307876586914,0.862876254180602,0.5752508361204013,0.7567238906554155
Epigenetic control of gene regulation during development and disease: A view from the retina,"Complex biological processes, such as organogenesis and homeostasis, are stringently regulated by genetic programs that are fine-tuned by epigenetic factors to establish cell fates and/or to respond to the microenvironment. Gene regulatory networks that guide cell differentiation and function are modulated and stabilized by modifications to DNA, RNA and proteins. In this review, we focus on two key epigenetic changes - DNA methylation and histone modifications - and discuss their contribution to retinal development, aging and disease, especially in the context of age-related macular degeneration (AMD) and diabetic retinopathy. We highlight less-studied roles of DNA methylation and provide the RNA expression profiles of epigenetic enzymes in human and mouse retina in comparison to other tissues. We also review computational tools and emergent technologies to profile, analyze and integrate epigenetic information. We suggest implementation of editing tools and single-cell technologies to trace and perturb the epigenome for delineating its role in transcriptional regulation. Finally, we present our thoughts on exciting avenues for exploring epigenome in retinal metabolism, disease modeling, and regeneration.",29544768,PMC6054546,10.1016/j.preteyeres.2018.03.002,56,Progress in retinal and eye research,9431859,19.704,0.7769615650177002,0.8929765886287625,0.9565217391304348,0.8360766045624596
Epigenetics: The master control of endothelial cell fate in cancer,"The development of new blood vessels from pre-existing vasculature is called angiogenesis. The growth of tumors depends on a network of supplying vessels that provide them with oxygen and nutrients. Pro-angiogenic factors that are secreted by tumors will trigger the sprouting of nearby existing blood vessels towards themselves and therefore researchers have developed targeted therapy towards these pro-angiogenic proteins to inhibit angiogenesis. However, certain pro-angiogenic proteins tend to bypass the inhibition. Thus, instead of targeting these expressed proteins, research towards angiogenesis inhibition had been focused on a deeper scale, epigenetic modifications. Epigenetic regulatory mechanisms are a heritable change in a sequence of stable but reversible gene function modification yet do not affect the DNA primary sequence directly. Methylation of DNA, modification of histone and silencing of micro-RNA (miRNA)-associated gene are currently considered to initiate and sustain epigenetic changes. Recent findings on the subject matter have provided an insight into the mechanism of epigenetic modifications, thus this review aims to present an update on the latest studies.",31302197,,10.1016/j.lfs.2019.116652,3,Life sciences,375521,6.78,0.776114284992218,0.19732441471571907,0.6722408026755853,0.6395816144735917
