arxivId,Title,Year,Semantic Scholar ID,URL
,Metascape provides a biologist-oriented resource for the analysis of systems-level datasets,2019,917dd30b5fbc8a26fe7922a17d1e1b1fe2d30494,https://www.semanticscholar.org/paper/917dd30b5fbc8a26fe7922a17d1e1b1fe2d30494
,"Loss of Cntnap2 Causes Axonal Excitability Deficits, Developmental Delay in Cortical Myelination, and Abnormal Stereotyped Motor Behavior",2019,74e6a8ffb48d318f66bbcf166cf6f497456ebc64,https://www.semanticscholar.org/paper/74e6a8ffb48d318f66bbcf166cf6f497456ebc64
,Sexual dimorphism in predisposition to Alzheimer's disease,2018,3b5e0aae3f59ccca86ff60d6fd6cfd88ec7fab94,https://www.semanticscholar.org/paper/3b5e0aae3f59ccca86ff60d6fd6cfd88ec7fab94
,Religious Orders Study and Rush Memory and Aging Project.,2018,a9e1cbb50fc3f59bd676df1d57d7a0c8227044f5,https://www.semanticscholar.org/paper/a9e1cbb50fc3f59bd676df1d57d7a0c8227044f5
,APOE4 Causes Widespread Molecular and Cellular Alterations Associated with Alzheimer’s Disease Phenotypes in Human iPSC-Derived Brain Cell Types,2018,9f71c0693d72d56824098a52d920b62e0f4d56c6,https://www.semanticscholar.org/paper/9f71c0693d72d56824098a52d920b62e0f4d56c6
,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function",2018,2460c4f517b2b1e1944c50c5ad5e76a3f6dccd4d,https://www.semanticscholar.org/paper/2460c4f517b2b1e1944c50c5ad5e76a3f6dccd4d
,Adult rat myelin enhances axonal outgrowth from neural stem cells,2018,67199ee98a93924bfcbcbf76097e55f16352e7d7,https://www.semanticscholar.org/paper/67199ee98a93924bfcbcbf76097e55f16352e7d7
,A single-cell RNA-seq survey of the developmental landscape of the human prefrontal cortex,2018,78c2e8a11e2193c4b1a2c74d28ab17c19c9eecf4,https://www.semanticscholar.org/paper/78c2e8a11e2193c4b1a2c74d28ab17c19c9eecf4
,Dysregulation of the epigenetic landscape of normal aging in Alzheimer’s disease,2018,baf9a71f3bd5cbc61201d4ea6e23a33679d881fa,https://www.semanticscholar.org/paper/baf9a71f3bd5cbc61201d4ea6e23a33679d881fa
,Untangling Genetic Risk for Alzheimer’s Disease,2018,dc7904eff9c6fa1b3bbc20616b5e56674e27792e,https://www.semanticscholar.org/paper/dc7904eff9c6fa1b3bbc20616b5e56674e27792e
,A transcriptomic atlas of aged human microglia,2018,4a4c66ced7b16f2559b5e439653388e3a31bafc3,https://www.semanticscholar.org/paper/4a4c66ced7b16f2559b5e439653388e3a31bafc3
,SCANPY: large-scale single-cell gene expression data analysis,2018,7e49aa718a7e5fea9784e5c04c1c853edec9e46a,https://www.semanticscholar.org/paper/7e49aa718a7e5fea9784e5c04c1c853edec9e46a
,Integrative single-cell analysis of transcriptional and epigenetic states in the human adult brain,2017,25648a2211b20fada4e722c14d7adb29d924e89c,https://www.semanticscholar.org/paper/25648a2211b20fada4e722c14d7adb29d924e89c
,Temporal Tracking of Microglia Activation in Neurodegeneration at Single-Cell Resolution,2017,759bc4c7eb3751a22b93cf5d5c243157c1749cd8,https://www.semanticscholar.org/paper/759bc4c7eb3751a22b93cf5d5c243157c1749cd8
,The TREM2-APOE Pathway Drives the Transcriptional Phenotype of Dysfunctional Microglia in Neurodegenerative Diseases.,2017,1785de4a79cd2110e10fb8f2b479aef720550d2c,https://www.semanticscholar.org/paper/1785de4a79cd2110e10fb8f2b479aef720550d2c
,Massively-parallel single nucleus RNA-seq with DroNc-seq,2017,789deb7c1761ade9790f4ce05e1434a5e383f0d9,https://www.semanticscholar.org/paper/789deb7c1761ade9790f4ce05e1434a5e383f0d9
,A Unique Microglia Type Associated with Restricting Development of Alzheimer’s Disease,2017,212eb732533a5fd49e8706b1400b83aa51ea9f89,https://www.semanticscholar.org/paper/212eb732533a5fd49e8706b1400b83aa51ea9f89
